Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.26,0.0,0.092,1.0,0.349,1.0,0.359,1.0,0.24
RR,0.187,1.258,0.374,0.09,0.984,0.375,0.981,0.406,0.947,0.27
BRR,0.0,1.264,0.0,0.093,1.0,0.356,1.0,0.375,1.0,0.25
lSVR,0.465,1.305,0.572,0.081,0.896,0.373,0.879,0.394,0.796,0.263
SVR,0.519,1.302,0.525,0.082,0.868,0.354,0.92,0.444,0.831,0.294
RFR,0.431,1.272,0.102,0.092,0.983,0.354,0.961,0.365,0.884,0.245
KRR,0.002,1.298,0.005,0.06,1.0,0.3,1.0,0.402,1.0,0.267
GPR,0.0,1.352,0.0,0.009,1.0,0.092,1.0,0.257,1.0,0.171
XGB,0.766,1.481,0.565,0.184,0.985,0.203,0.98,0.218,0.949,0.162
