Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.21,0.0,0.043,1.0,0.397,1.0,0.411,1.0,0.275
RR,0.538,1.251,0.43,0.049,0.989,0.414,0.961,0.428,0.911,0.285
BRR,0.0,1.207,0.0,0.049,1.0,0.401,1.0,0.409,1.0,0.274
lSVR,0.653,1.268,0.43,0.043,0.911,0.345,0.919,0.361,0.828,0.238
SVR,0.867,1.342,0.456,0.05,0.763,0.286,0.821,0.352,0.644,0.231
RFR,0.497,1.26,0.067,0.022,0.985,0.318,0.956,0.349,0.876,0.237
KRR,0.0,1.267,0.0,0.026,1.0,0.341,1.0,0.38,1.0,0.25
GPR,0.0,1.349,0.0,0.005,1.0,0.06,1.0,0.321,1.0,0.211
XGB,1.029,1.353,0.327,0.021,0.979,0.176,0.965,0.166,0.926,0.128
