Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.252,0.0,0.063,1.0,0.37,0.999,0.361,0.996,0.242
RR,0.109,1.296,0.218,0.056,0.995,0.372,0.999,0.372,0.996,0.251
BRR,0.0,1.298,0.0,0.053,1.0,0.366,0.999,0.362,0.996,0.243
lSVR,0.101,1.24,0.084,0.058,0.989,0.367,0.989,0.359,0.969,0.241
SVR,0.102,1.288,0.151,0.069,0.991,0.361,0.99,0.352,0.969,0.236
RFR,0.438,1.23,0.08,0.033,0.985,0.417,0.977,0.399,0.933,0.268
KRR,0.004,1.264,0.004,0.015,1.0,0.349,0.999,0.344,0.996,0.23
GPR,0.0,1.281,0.0,0.05,1.0,0.277,0.999,0.344,0.996,0.229
XGB,0.628,1.481,0.535,0.203,0.977,0.151,0.978,0.101,0.948,0.078
