Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.146,0.0,0.075,1.0,0.5,1.0,0.528,1.0,0.365
RR,0.516,1.184,0.423,0.09,0.982,0.509,0.942,0.532,0.858,0.366
BRR,0.0,1.145,0.0,0.072,1.0,0.508,1.0,0.535,1.0,0.369
lSVR,0.623,1.23,0.56,0.122,0.929,0.432,0.867,0.451,0.778,0.311
SVR,0.693,1.254,0.578,0.14,0.835,0.416,0.811,0.455,0.671,0.309
RFR,0.491,1.205,0.088,0.067,0.989,0.441,0.947,0.454,0.849,0.312
KRR,0.0,1.204,0.0,0.087,1.0,0.438,1.0,0.505,1.0,0.345
GPR,0.0,1.343,0.0,0.01,1.0,0.192,1.0,0.406,1.0,0.275
XGB,1.019,1.345,0.322,0.03,0.974,0.218,0.965,0.197,0.923,0.154
