Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.247,0.0,0.088,1.0,0.376,0.999,0.373,0.996,0.25
RR,0.106,1.298,0.212,0.055,0.995,0.374,0.995,0.379,0.987,0.256
BRR,0.0,1.298,0.0,0.055,1.0,0.373,0.999,0.375,0.996,0.252
lSVR,0.094,1.238,0.079,0.077,0.99,0.367,0.989,0.366,0.969,0.247
SVR,0.108,1.289,0.159,0.063,0.991,0.365,0.993,0.361,0.978,0.243
RFR,0.43,1.267,0.091,0.035,0.981,0.354,0.975,0.349,0.924,0.234
KRR,0.052,1.261,0.102,0.022,0.998,0.356,0.999,0.344,0.996,0.232
GPR,0.0,1.276,0.0,0.056,1.0,0.287,0.999,0.349,0.996,0.233
XGB,0.628,1.481,0.535,0.203,0.977,0.151,0.978,0.099,0.948,0.076
