Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.225,0.0,0.096,1.0,0.427,1.0,0.452,1.0,0.304
RR,0.36,1.263,0.388,0.085,0.985,0.418,0.973,0.454,0.92,0.305
BRR,0.0,1.235,0.0,0.098,1.0,0.414,1.0,0.442,1.0,0.297
lSVR,0.465,1.295,0.572,0.095,0.902,0.406,0.876,0.432,0.787,0.29
SVR,0.52,1.293,0.525,0.096,0.868,0.371,0.908,0.476,0.813,0.318
RFR,0.442,1.268,0.12,0.071,0.983,0.384,0.964,0.396,0.893,0.265
KRR,0.002,1.293,0.005,0.064,1.0,0.328,1.0,0.453,1.0,0.303
GPR,0.0,1.351,0.0,0.011,1.0,0.11,1.0,0.282,1.0,0.188
XGB,0.765,1.488,0.565,0.194,0.985,0.182,0.98,0.188,0.949,0.139
