Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.195,0.0,0.054,1.0,0.43,1.0,0.46,1.0,0.311
RR,0.414,1.221,0.417,0.06,0.994,0.45,0.988,0.48,0.956,0.324
BRR,0.0,1.191,0.0,0.055,1.0,0.436,1.0,0.462,1.0,0.313
lSVR,0.634,1.254,0.562,0.084,0.927,0.388,0.847,0.426,0.742,0.284
SVR,0.673,1.273,0.564,0.109,0.856,0.391,0.818,0.429,0.68,0.285
RFR,0.508,1.263,0.078,0.038,0.988,0.329,0.973,0.361,0.929,0.245
KRR,0.0,1.251,0.0,0.037,1.0,0.367,1.0,0.414,1.0,0.275
GPR,0.0,1.35,0.0,0.004,1.0,0.054,1.0,0.317,1.0,0.211
XGB,1.028,1.353,0.326,0.021,0.973,0.166,0.963,0.157,0.921,0.123
