Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.287,0.0,0.082,1.0,0.302,0.999,0.267,0.996,0.176
RR,0.047,1.308,0.094,0.062,0.999,0.309,0.999,0.295,0.996,0.195
BRR,0.0,1.306,0.0,0.063,1.0,0.312,0.999,0.299,0.996,0.197
lSVR,0.356,1.288,0.504,0.071,0.965,0.281,0.941,0.249,0.888,0.165
SVR,0.073,1.303,0.145,0.064,0.993,0.285,0.995,0.246,0.987,0.162
RFR,0.462,1.304,0.07,0.094,0.977,0.266,0.958,0.259,0.871,0.173
KRR,0.002,1.295,0.003,0.041,1.0,0.262,0.999,0.22,0.996,0.145
GPR,0.0,1.325,0.0,0.019,1.0,0.204,0.999,0.195,0.996,0.127
XGB,0.561,1.508,0.487,0.255,0.981,0.238,0.982,0.208,0.955,0.163
