Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.257,0.0,0.052,1.0,0.365,0.999,0.356,0.996,0.239
RR,0.109,1.297,0.218,0.055,0.995,0.37,0.999,0.369,0.996,0.249
BRR,0.0,1.302,0.0,0.051,1.0,0.364,0.999,0.359,0.996,0.241
lSVR,0.105,1.242,0.087,0.05,0.989,0.366,0.989,0.356,0.969,0.24
SVR,0.101,1.289,0.149,0.068,0.991,0.358,0.99,0.351,0.969,0.235
RFR,0.44,1.225,0.066,0.044,0.984,0.408,0.967,0.395,0.906,0.266
KRR,0.004,1.268,0.004,0.013,1.0,0.344,0.999,0.343,0.996,0.229
GPR,0.0,1.284,0.0,0.048,1.0,0.272,0.999,0.34,0.996,0.226
XGB,0.628,1.481,0.535,0.203,0.977,0.151,0.978,0.101,0.948,0.078
