Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.195,0.0,0.054,1.0,0.433,1.0,0.449,1.0,0.306
RR,0.769,1.232,0.105,0.027,0.973,0.463,0.908,0.491,0.787,0.333
BRR,0.0,1.19,0.0,0.057,1.0,0.448,1.0,0.461,1.0,0.314
lSVR,1.246,1.331,0.212,0.027,0.713,0.36,0.646,0.382,0.422,0.255
SVR,1.15,1.354,0.173,0.036,0.699,0.245,0.741,0.324,0.529,0.211
RFR,0.534,1.211,0.078,0.028,0.984,0.45,0.964,0.474,0.902,0.323
KRR,0.0,1.272,0.0,0.046,1.0,0.315,1.0,0.41,1.0,0.274
GPR,0.0,1.35,0.0,0.004,1.0,0.052,1.0,0.331,1.0,0.217
XGB,1.123,1.326,0.184,0.032,0.961,0.26,0.939,0.265,0.868,0.206
