run_0,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,run_10,run_11,run_12,run_13,run_14,run_15,run_16,run_17,run_18,run_19,run_20,run_21,run_22,run_23
665.0,436.0,313.0,1442.0,2953.0,2636.0,2710.0,2271.0,2573.0,3244.0,1684.0,1172.0,1104.0,392.0,721.0,3332.0,1503.0,1704.0,719.0,1478.0,3418.0,521.0,543.0,1947.0
3256.0,641.0,1926.0,385.0,2260.0,1188.0,3235.0,1504.0,3189.0,1348.0,3343.0,444.0,1942.0,1155.0,1017.0,445.0,2356.0,164.0,2292.0,480.0,313.0,2272.0,1232.0,2406.0
2994.0,2533.0,405.0,1761.0,234.0,2260.0,2493.0,2626.0,1518.0,2114.0,2569.0,1061.0,99.0,1733.0,1476.0,1798.0,2174.0,3150.0,2587.0,2365.0,581.0,2710.0,2716.0,1781.0
425.0,549.0,371.0,1580.0,2636.0,1659.0,1210.0,780.0,350.0,968.0,1607.0,821.0,765.0,347.0,2521.0,2825.0,66.0,2605.0,1509.0,2861.0,440.0,281.0,2109.0,1750.0
3401.0,1111.0,2941.0,1607.0,315.0,310.0,2636.0,2569.0,498.0,2433.0,1939.0,1285.0,630.0,3325.0,1432.0,3351.0,141.0,1622.0,2860.0,2052.0,1926.0,468.0,3167.0,2866.0
3378.0,1432.0,581.0,1035.0,656.0,2376.0,2279.0,1174.0,584.0,2428.0,1947.0,3256.0,1436.0,2379.0,1248.0,1926.0,2521.0,2232.0,1512.0,3388.0,742.0,927.0,1308.0,1698.0
2778.0,1500.0,1118.0,711.0,126.0,2953.0,1222.0,1235.0,608.0,2410.0,1065.0,3378.0,1103.0,542.0,1452.0,3411.0,866.0,1103.0,442.0,2335.0,3349.0,445.0,2394.0,2432.0
646.0,1358.0,1330.0,3088.0,1188.0,2956.0,2330.0,3184.0,3144.0,2866.0,2710.0,2517.0,91.0,3370.0,1168.0,2511.0,879.0,1104.0,3030.0,1550.0,2190.0,381.0,1577.0,1607.0
550.0,522.0,672.0,275.0,2710.0,938.0,2313.0,954.0,3133.0,3392.0,2436.0,337.0,787.0,632.0,581.0,2872.0,2224.0,630.0,1255.0,3061.0,3113.0,2534.0,2626.0,3245.0
1477.0,3055.0,1752.0,1412.0,2330.0,656.0,2065.0,258.0,2770.0,2421.0,2406.0,972.0,2154.0,434.0,3349.0,2522.0,230.0,99.0,2350.0,1803.0,2941.0,337.0,873.0,1684.0
41.0,2879.0,1622.0,2011.0,2313.0,2535.0,1836.0,1752.0,2618.0,1698.0,2354.0,502.0,320.0,330.0,2190.0,3058.0,1157.0,765.0,2926.0,43.0,371.0,2421.0,1036.0,1939.0
2405.0,504.0,468.0,1800.0,2065.0,651.0,33.0,2479.0,2799.0,2430.0,2140.0,1329.0,1102.0,1028.0,1118.0,801.0,454.0,1290.0,418.0,145.0,20.0,5.0,929.0,2663.0
1663.0,3162.0,3418.0,2156.0,1836.0,2951.0,2539.0,1979.0,3079.0,2108.0,1746.0,2330.0,440.0,3109.0,2941.0,1706.0,1103.0,553.0,186.0,795.0,33.0,857.0,523.0,3083.0
2273.0,1639.0,1191.0,588.0,3001.0,1417.0,1883.0,2343.0,2106.0,2321.0,1855.0,33.0,669.0,2070.0,3113.0,707.0,1056.0,440.0,922.0,80.0,1118.0,609.0,2113.0,2038.0
3111.0,3146.0,2771.0,2541.0,2539.0,2146.0,2530.0,1948.0,749.0,2435.0,167.0,2313.0,96.0,2342.0,1191.0,826.0,2696.0,1039.0,1784.0,2041.0,405.0,1698.0,1399.0,2710.0
3148.0,1873.0,3113.0,2493.0,2354.0,1987.0,3001.0,3066.0,2647.0,666.0,2376.0,2065.0,1650.0,1298.0,2146.0,148.0,603.0,780.0,626.0,2787.0,1191.0,1168.0,1034.0,1812.0
512.0,1384.0,2917.0,161.0,1779.0,2383.0,844.0,2180.0,1440.0,2424.0,1894.0,3101.0,1704.0,1286.0,371.0,717.0,48.0,78.0,2533.0,979.0,2478.0,516.0,1595.0,1894.0
2534.0,2712.0,2318.0,1167.0,33.0,2051.0,2354.0,467.0,3034.0,2432.0,2850.0,2903.0,2121.0,507.0,167.0,1391.0,2418.0,248.0,3372.0,595.0,1017.0,994.0,2228.0,1187.0
798.0,899.0,1052.0,2466.0,2530.0,3132.0,1184.0,2863.0,1046.0,2260.0,1581.0,1610.0,1492.0,869.0,1221.0,2189.0,2882.0,412.0,1950.0,120.0,1752.0,2410.0,2683.0,3150.0
53.0,1344.0,1130.0,1492.0,1883.0,1500.0,1182.0,3063.0,428.0,2143.0,313.0,1836.0,248.0,2249.0,113.0,2724.0,2812.0,320.0,2316.0,1458.0,672.0,1437.0,2557.0,3392.0
2541.0,15.0,1111.0,1981.0,1860.0,1130.0,2415.0,2242.0,200.0,2569.0,2522.0,1826.0,412.0,474.0,753.0,1498.0,1597.0,2527.0,3241.0,2610.0,2146.0,1110.0,2425.0,3343.0
375.0,3192.0,742.0,1157.0,844.0,315.0,1610.0,2407.0,2048.0,1607.0,1017.0,1779.0,78.0,1936.0,1256.0,1870.0,2524.0,702.0,195.0,1754.0,2157.0,728.0,3066.0,2860.0
2493.0,2284.0,442.0,1863.0,1184.0,2232.0,1860.0,572.0,3253.0,1684.0,842.0,2539.0,1640.0,2594.0,2710.0,1819.0,2025.0,1102.0,1724.0,1972.0,1622.0,255.0,2863.0,1707.0
560.0,26.0,3374.0,641.0,3101.0,5.0,2627.0,2237.0,1425.0,1750.0,2481.0,1182.0,864.0,1183.0,1577.0,267.0,1722.0,669.0,3161.0,2129.0,430.0,2146.0,3292.0,2503.0
1787.0,1526.0,1212.0,1603.0,2415.0,2121.0,3101.0,297.0,1265.0,1947.0,2521.0,2493.0,617.0,370.0,1135.0,2236.0,749.0,864.0,1628.0,2611.0,1052.0,1106.0,2407.0,1746.0
3221.0,1965.0,20.0,2153.0,2627.0,1066.0,551.0,3121.0,986.0,1781.0,2534.0,2534.0,1108.0,2368.0,3086.0,795.0,456.0,29.0,2874.0,1973.0,346.0,2820.0,1948.0,2376.0
1457.0,1331.0,1002.0,2154.0,1170.0,91.0,1170.0,1806.0,1414.0,2710.0,1106.0,551.0,1493.0,193.0,3418.0,199.0,1598.0,617.0,2821.0,591.0,2771.0,2480.0,2343.0,2269.0
3030.0,1675.0,89.0,659.0,2086.0,168.0,3092.0,755.0,458.0,1746.0,1221.0,2354.0,369.0,3036.0,203.0,1068.0,492.0,96.0,1672.0,2066.0,1757.0,2260.0,297.0,2569.0
2065.0,1067.0,2713.0,2148.0,2376.0,1039.0,2534.0,185.0,1608.0,2406.0,721.0,793.0,29.0,2834.0,2157.0,1107.0,1319.0,324.0,1609.0,1743.0,2975.0,376.0,1979.0,461.0
453.0,1839.0,2326.0,2083.0,3416.0,2321.0,3296.0,2739.0,1361.0,1707.0,89.0,2530.0,835.0,1715.0,2569.0,508.0,1622.0,91.0,1527.0,524.0,670.0,1496.0,2837.0,3416.0
1688.0,3109.0,1492.0,1964.0,3092.0,2064.0,3073.0,587.0,431.0,2140.0,113.0,2321.0,2527.0,1832.0,1212.0,24.0,1154.0,1650.0,724.0,548.0,409.0,2720.0,2180.0,2081.0
1284.0,1174.0,2157.0,2448.0,2534.0,2038.0,2086.0,3362.0,2736.0,1581.0,1214.0,2627.0,1950.0,1307.0,2821.0,988.0,2232.0,835.0,1409.0,268.0,1307.0,1335.0,436.0,3118.0
317.0,1330.0,3349.0,1871.0,1182.0,942.0,2903.0,2425.0,1097.0,313.0,1437.0,1883.0,1603.0,2696.0,405.0,1499.0,553.0,942.0,2534.0,266.0,753.0,1214.0,467.0,2534.0
1096.0,157.0,1757.0,590.0,551.0,1242.0,842.0,1879.0,2450.0,2522.0,1110.0,1157.0,942.0,1487.0,2135.0,2476.0,2020.0,1603.0,1266.0,550.0,2318.0,2481.0,818.0,2414.0
3084.0,3044.0,1564.0,1990.0,1610.0,2444.0,1272.0,2837.0,3302.0,2534.0,292.0,291.0,324.0,1266.0,20.0,2382.0,777.0,1132.0,1426.0,3111.0,3073.0,167.0,185.0,2026.0
159.0,319.0,1884.0,1047.0,3296.0,1636.0,1671.0,3037.0,864.0,1017.0,1168.0,1184.0,1132.0,3314.0,1622.0,326.0,612.0,761.0,1017.0,468.0,2326.0,3181.0,2934.0,2454.0
1400.0,2700.0,369.0,1970.0,2903.0,2354.0,2321.0,818.0,3107.0,5.0,461.0,3001.0,25.0,1873.0,307.0,1337.0,1294.0,25.0,1344.0,1477.0,2534.0,513.0,1531.0,2232.0
3056.0,3312.0,409.0,701.0,1272.0,1855.0,3283.0,2991.0,2101.0,2481.0,1487.0,2086.0,701.0,248.0,2140.0,2964.0,795.0,1492.0,699.0,41.0,565.0,2607.0,2991.0,5.0
2545.0,664.0,33.0,1238.0,2177.0,1719.0,175.0,692.0,1441.0,1330.0,1691.0,1860.0,1636.0,1241.0,2771.0,2920.0,2064.0,2121.0,1475.0,1457.0,3106.0,2516.0,3063.0,1066.0
3.0,1345.0,1524.0,1806.0,175.0,3343.0,987.0,2695.0,1453.0,842.0,1671.0,842.0,761.0,572.0,2518.0,1528.0,1616.0,369.0,512.0,3030.0,1212.0,2521.0,3340.0,2121.0
313.0,1722.0,753.0,1181.0,2238.0,2197.0,579.0,1641.0,2064.0,1106.0,972.0,89.0,866.0,2739.0,672.0,2754.0,1039.0,701.0,1342.0,53.0,293.0,1607.0,2352.0,2444.0
345.0,2862.0,977.0,24.0,1826.0,1860.0,2036.0,232.0,762.0,2521.0,2516.0,2018.0,293.0,45.0,24.0,1435.0,1104.0,1313.0,345.0,2405.0,369.0,721.0,3327.0,1855.0
468.0,3236.0,1763.0,2119.0,3115.0,3392.0,2658.0,1531.0,2533.0,89.0,24.0,1806.0,1313.0,1684.0,3374.0,1090.0,1942.0,728.0,3181.0,2273.0,442.0,2862.0,3368.0,2354.0
366.0,247.0,430.0,3145.0,3109.0,2325.0,2013.0,935.0,2119.0,167.0,1302.0,2415.0,2605.0,1926.0,1463.0,1294.0,99.0,866.0,313.0,2493.0,2493.0,1487.0,184.0,1217.0
343.0,1410.0,293.0,833.0,3073.0,177.0,3115.0,2448.0,851.0,1221.0,2344.0,5.0,168.0,412.0,2428.0,2493.0,630.0,1950.0,477.0,512.0,1414.0,1417.0,692.0,2952.0
613.0,2696.0,1414.0,483.0,987.0,1750.0,1864.0,2934.0,308.0,113.0,1499.0,1272.0,1066.0,761.0,2421.0,612.0,440.0,867.0,1284.0,1051.0,1111.0,292.0,2754.0,1221.0
980.0,1244.0,2146.0,1921.0,957.0,2583.0,1302.0,693.0,1977.0,1110.0,445.0,3115.0,2583.0,2527.0,2433.0,2232.0,765.0,1585.0,62.0,798.0,977.0,1302.0,969.0,2739.0
2535.0,951.0,1431.0,572.0,291.0,1950.0,2039.0,2797.0,2642.0,337.0,2146.0,3416.0,405.0,1555.0,2410.0,2541.0,1436.0,1719.0,885.0,1663.0,468.0,113.0,2448.0,2238.0
2266.0,1801.0,2147.0,2273.0,2321.0,3416.0,2454.0,137.0,2217.0,2272.0,771.0,1864.0,1719.0,765.0,2435.0,777.0,1102.0,293.0,5.0,2541.0,3342.0,254.0,3067.0,11.0
2500.0,1205.0,2519.0,1918.0,169.0,1102.0,2298.0,1981.0,208.0,1671.0,723.0,2796.0,1943.0,312.0,2430.0,2020.0,787.0,2418.0,595.0,2545.0,1135.0,1182.0,2751.0,2882.0
1698.0,714.0,440.0,941.0,2018.0,2418.0,291.0,582.0,119.0,721.0,3086.0,3284.0,1585.0,1644.0,2432.0,1268.0,2154.0,755.0,537.0,2543.0,1130.0,1221.0,3239.0,80.0
1254.0,1387.0,2493.0,324.0,2036.0,1723.0,1826.0,3239.0,785.0,1691.0,1318.0,1170.0,867.0,1268.0,2143.0,1436.0,320.0,1798.0,468.0,317.0,1763.0,1124.0,572.0,723.0
210.0,1438.0,3342.0,442.0,1864.0,1065.0,957.0,3312.0,982.0,1182.0,899.0,579.0,2418.0,337.0,2424.0,1157.0,96.0,2573.0,337.0,375.0,2033.0,1499.0,3304.0,2375.0
2204.0,1926.0,346.0,2501.0,2513.0,1700.0,1425.0,2202.0,780.0,1437.0,1236.0,1793.0,2318.0,1319.0,2108.0,1598.0,669.0,1534.0,89.0,2065.0,1762.0,3086.0,587.0,196.0
3165.0,1850.0,794.0,2881.0,3283.0,1217.0,2177.0,829.0,1768.0,292.0,1500.0,3296.0,728.0,234.0,1746.0,1319.0,91.0,2523.0,395.0,3.0,1564.0,972.0,232.0,1891.0
2040.0,3025.0,1412.0,2202.0,579.0,2238.0,2376.0,1548.0,2216.0,1855.0,609.0,313.0,2573.0,2406.0,2321.0,1616.0,324.0,3384.0,3001.0,366.0,794.0,1532.0,1548.0,2862.0
3096.0,1312.0,167.0,1832.0,2037.0,456.0,2018.0,3067.0,815.0,1168.0,1182.0,844.0,1798.0,2154.0,1947.0,2535.0,864.0,754.0,1272.0,1284.0,1412.0,2475.0,693.0,2140.0
828.0,472.0,565.0,852.0,842.0,1598.0,2513.0,436.0,3414.0,461.0,337.0,2376.0,793.0,1500.0,1894.0,492.0,1650.0,20.0,394.0,576.0,1043.0,444.0,2414.0,2411.0
2305.0,1856.0,670.0,3341.0,120.0,1319.0,169.0,2751.0,98.0,24.0,2821.0,2537.0,177.0,1798.0,1781.0,1622.0,1640.0,1340.0,136.0,2534.0,1914.0,1340.0,183.0,2072.0
1157.0,581.0,38.0,1931.0,1415.0,1622.0,2387.0,529.0,3381.0,1302.0,2882.0,3073.0,682.0,1313.0,974.0,2064.0,369.0,742.0,2678.0,1096.0,1513.0,1671.0,12.0,2325.0
2501.0,313.0,16.0,2668.0,2298.0,492.0,2796.0,1459.0,1290.0,972.0,741.0,2037.0,1534.0,1581.0,1750.0,1154.0,1493.0,73.0,1526.0,3148.0,1492.0,2569.0,3037.0,1581.0
33.0,742.0,1417.0,2812.0,1302.0,2527.0,1418.0,2673.0,1740.0,2516.0,974.0,1442.0,388.0,2522.0,2406.0,456.0,2121.0,581.0,1239.0,33.0,530.0,1481.0,1679.0,2522.0
1023.0,3349.0,3106.0,1697.0,2658.0,1268.0,5.0,3327.0,2120.0,2344.0,513.0,2066.0,3188.0,2480.0,1707.0,1103.0,248.0,442.0,728.0,2295.0,2577.0,898.0,829.0,1017.0
2027.0,1017.0,1307.0,2020.0,2387.0,765.0,1417.0,3309.0,795.0,771.0,1217.0,2013.0,2523.0,1607.0,1607.0,765.0,412.0,1130.0,1002.0,980.0,2020.0,3010.0,2485.0,313.0
2861.0,1118.0,438.0,2232.0,2454.0,1154.0,2816.0,198.0,1486.0,1487.0,1450.0,1026.0,754.0,3392.0,1855.0,1039.0,1313.0,1207.0,22.0,424.0,612.0,709.0,2797.0,337.0
44.0,3113.0,1135.0,1268.0,2796.0,777.0,2037.0,752.0,1723.0,2232.0,1379.0,2387.0,442.0,313.0,461.0,99.0,2527.0,682.0,307.0,343.0,1294.0,1643.0,1879.0,1463.0
1421.0,2190.0,1454.0,612.0,662.0,2020.0,2598.0,516.0,868.0,1217.0,2081.0,1915.0,742.0,1221.0,2414.0,78.0,1492.0,438.0,1431.0,560.0,1616.0,1439.0,313.0,2481.0
2543.0,2941.0,203.0,1294.0,1417.0,440.0,2104.0,969.0,2794.0,3245.0,1330.0,2541.0,20.0,1017.0,3150.0,2527.0,942.0,14.0,340.0,313.0,795.0,1288.0,2501.0,2521.0
1414.0,1581.0,489.0,795.0,2407.0,1597.0,3143.0,2352.0,2613.0,723.0,296.0,2658.0,1290.0,3351.0,2882.0,1290.0,835.0,743.0,1208.0,1526.0,1268.0,1722.0,2240.0,1106.0
2247.0,89.0,1603.0,1616.0,2013.0,612.0,62.0,3340.0,1140.0,3086.0,736.0,3092.0,581.0,857.0,2086.0,553.0,728.0,1491.0,1698.0,613.0,1598.0,2477.0,2541.0,842.0
2295.0,3392.0,1013.0,1598.0,1793.0,795.0,1636.0,2256.0,1335.0,2146.0,50.0,1355.0,1340.0,299.0,1691.0,440.0,78.0,794.0,1602.0,1591.0,1319.0,1256.0,88.0,721.0
1430.0,2522.0,1404.0,777.0,2039.0,1294.0,662.0,2414.0,375.0,899.0,2135.0,120.0,1130.0,3362.0,1236.0,1597.0,701.0,1943.0,440.0,1779.0,492.0,299.0,3309.0,1330.0
2033.0,1107.0,1748.0,1436.0,2816.0,1616.0,1033.0,500.0,2534.0,2038.0,1256.0,645.0,1207.0,1463.0,771.0,630.0,867.0,1644.0,3320.0,1400.0,777.0,461.0,2733.0,1110.0
3347.0,2480.0,504.0,1319.0,3143.0,493.0,1002.0,1145.0,366.0,1105.0,857.0,2177.0,14.0,3181.0,122.0,1942.0,1950.0,1098.0,1122.0,1836.0,2064.0,24.0,1981.0,167.0
2776.0,20.0,2032.0,313.0,3343.0,1704.0,2845.0,3304.0,468.0,2882.0,230.0,1698.0,73.0,1577.0,2784.0,1102.0,761.0,388.0,1468.0,210.0,2232.0,556.0,2189.0,1168.0
1445.0,2146.0,626.0,1154.0,2598.0,780.0,399.0,99.0,1663.0,1065.0,912.0,468.0,852.0,2866.0,3115.0,1104.0,1132.0,1232.0,1340.0,3221.0,1154.0,1284.0,3318.0,2272.0
300.0,2866.0,2033.0,456.0,2038.0,164.0,2951.0,2189.0,3001.0,1214.0,1452.0,3109.0,794.0,2272.0,3245.0,864.0,405.0,1181.0,120.0,1430.0,456.0,1452.0,1910.0,89.0
573.0,2710.0,1511.0,492.0,2195.0,1942.0,2843.0,950.0,1284.0,2527.0,3151.0,957.0,438.0,445.0,1671.0,1132.0,951.0,2542.0,2866.0,159.0,1103.0,2597.0,161.0,1691.0
1051.0,3418.0,324.0,1622.0,3064.0,1104.0,1415.0,1500.0,2477.0,513.0,898.0,2176.0,1644.0,1660.0,1065.0,96.0,2583.0,16.0,1607.0,1645.0,1039.0,1248.0,2543.0,1437.0
1528.0,753.0,1577.0,1597.0,2875.0,630.0,2374.0,608.0,5.0,1236.0,11.0,1302.0,1098.0,842.0,50.0,787.0,1585.0,2830.0,513.0,2313.0,78.0,1258.0,500.0,1487.0
1352.0,2534.0,1324.0,2064.0,2104.0,787.0,310.0,3111.0,2862.0,445.0,1577.0,1636.0,2830.0,2518.0,1687.0,29.0,293.0,1124.0,1182.0,2330.0,765.0,3151.0,2424.0,3086.0
576.0,1463.0,2154.0,1103.0,1033.0,2154.0,3064.0,1457.0,1477.0,741.0,255.0,175.0,3384.0,2481.0,899.0,324.0,1719.0,242.0,1168.0,2539.0,99.0,723.0,2622.0,1671.0
721.0,371.0,825.0,1290.0,3150.0,702.0,3343.0,1910.0,1417.0,3343.0,3181.0,2513.0,16.0,89.0,1524.0,320.0,682.0,2583.0,1221.0,2530.0,553.0,585.0,752.0,857.0
2472.0,2771.0,1043.0,1104.0,526.0,1603.0,2066.0,2434.0,2493.0,2821.0,2414.0,438.0,1491.0,2146.0,180.0,728.0,2605.0,313.0,2525.0,2354.0,1104.0,1239.0,135.0,292.0
