run_0,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,run_10,run_11,run_12,run_13,run_14,run_15,run_16,run_17,run_18,run_19,run_20,run_21,run_22,run_23
1504.0,405.0,1811.0,1039.0,965.0,320.0,3150.0,12.0,343.0,1292.0,1196.0,1417.0,242.0,721.0,2429.0,870.0,1207.0,870.0,1581.0,1883.0,1102.0,372.0,2537.0,24.0
2330.0,1212.0,3209.0,2527.0,3221.0,1436.0,2300.0,1436.0,1532.0,1318.0,1066.0,2454.0,1232.0,1330.0,1302.0,248.0,1636.0,468.0,3392.0,579.0,29.0,1855.0,3312.0,113.0
2313.0,1698.0,941.0,78.0,41.0,617.0,1698.0,439.0,254.0,296.0,234.0,987.0,978.0,468.0,1182.0,1340.0,1798.0,722.0,963.0,844.0,91.0,2557.0,2434.0,972.0
1836.0,3374.0,1762.0,553.0,1027.0,1640.0,516.0,1529.0,1554.0,2436.0,1239.0,295.0,2542.0,927.0,234.0,669.0,1534.0,951.0,2522.0,2321.0,630.0,1611.0,2202.0,2146.0
2539.0,842.0,542.0,493.0,550.0,1103.0,3221.0,1946.0,2039.0,230.0,3351.0,2063.0,313.0,1477.0,290.0,412.0,388.0,1307.0,292.0,1170.0,1597.0,1318.0,2203.0,2344.0
2530.0,1414.0,1463.0,765.0,1513.0,669.0,945.0,3138.0,2989.0,974.0,122.0,2092.0,722.0,1110.0,2081.0,2154.0,1130.0,288.0,1437.0,2415.0,1290.0,1416.0,3362.0,1500.0
579.0,2135.0,876.0,1704.0,1850.0,553.0,2038.0,2353.0,1243.0,857.0,1308.0,2254.0,951.0,2521.0,230.0,369.0,2513.0,978.0,2710.0,3416.0,1942.0,651.0,2981.0,2516.0
1779.0,167.0,754.0,1132.0,2861.0,1492.0,717.0,1612.0,1266.0,1499.0,2121.0,2077.0,870.0,281.0,1107.0,951.0,1290.0,790.0,1691.0,3073.0,1132.0,2432.0,99.0,899.0
1826.0,1168.0,595.0,164.0,1352.0,1108.0,2563.0,1189.0,3181.0,736.0,3010.0,3283.0,288.0,585.0,2232.0,468.0,754.0,473.0,1684.0,1184.0,1436.0,2014.0,739.0,445.0
2354.0,1577.0,1017.0,870.0,424.0,248.0,2195.0,2485.0,3010.0,1500.0,1707.0,1861.0,1181.0,1698.0,5.0,493.0,1926.0,1551.0,721.0,2454.0,2121.0,1196.0,2582.0,736.0
3101.0,337.0,2486.0,99.0,159.0,412.0,2568.0,2580.0,2543.0,1379.0,1467.0,894.0,468.0,1248.0,2121.0,780.0,442.0,852.0,2480.0,2627.0,96.0,611.0,2083.0,771.0
3115.0,857.0,1047.0,1102.0,218.0,324.0,2176.0,2442.0,2541.0,50.0,3150.0,2238.0,1242.0,3086.0,2038.0,1704.0,1340.0,520.0,460.0,842.0,787.0,869.0,516.0,2372.0
1860.0,2527.0,12.0,630.0,3347.0,1493.0,2625.0,2194.0,898.0,3010.0,1476.0,326.0,1036.0,2168.0,2354.0,164.0,742.0,793.0,1106.0,2086.0,2527.0,1475.0,2465.0,1499.0
844.0,1793.0,1098.0,29.0,2247.0,25.0,2861.0,1927.0,1119.0,2376.0,3183.0,2866.0,473.0,1214.0,2850.0,1493.0,755.0,756.0,113.0,1610.0,320.0,736.0,1641.0,3351.0
175.0,1124.0,14.0,96.0,1028.0,96.0,2407.0,1991.0,1214.0,2135.0,2480.0,167.0,520.0,405.0,1210.0,25.0,581.0,1636.0,994.0,3101.0,864.0,1660.0,2739.0,1239.0
2415.0,1258.0,1439.0,1942.0,2951.0,701.0,2079.0,2618.0,611.0,1308.0,2914.0,2433.0,1551.0,1493.0,1487.0,702.0,20.0,129.0,927.0,1182.0,2418.0,1330.0,1766.0,1292.0
2086.0,2521.0,1503.0,5.0,1645.0,1183.0,2254.0,1502.0,3221.0,1463.0,1557.0,2428.0,743.0,1227.0,723.0,835.0,430.0,216.0,1855.0,2177.0,669.0,3369.0,2544.0,2480.0
2321.0,1752.0,289.0,440.0,645.0,761.0,3118.0,1117.0,337.0,1939.0,123.0,2410.0,1466.0,521.0,1939.0,1640.0,794.0,15.0,1487.0,551.0,951.0,533.0,2003.0,2821.0
1610.0,2821.0,312.0,787.0,516.0,835.0,2095.0,2424.0,842.0,11.0,1292.0,2421.0,756.0,3028.0,438.0,1313.0,473.0,168.0,2435.0,3092.0,493.0,2232.0,1768.0,1302.0
3092.0,445.0,1442.0,468.0,2322.0,293.0,1861.0,3323.0,2273.0,1450.0,1187.0,2430.0,216.0,1437.0,2436.0,2418.0,743.0,1066.0,2272.0,987.0,1704.0,1065.0,2242.0,1318.0
1272.0,113.0,1586.0,780.0,729.0,78.0,3259.0,2954.0,1200.0,1452.0,80.0,2108.0,1661.0,444.0,638.0,754.0,1439.0,1466.0,1318.0,1860.0,780.0,2523.0,2695.0,974.0
1425.0,1340.0,288.0,320.0,62.0,405.0,2607.0,2300.0,595.0,1894.0,516.0,2435.0,15.0,1661.0,43.0,1577.0,1943.0,2241.0,2146.0,3001.0,164.0,2882.0,3364.0,1236.0
2454.0,1292.0,1095.0,864.0,2079.0,2318.0,2325.0,2676.0,843.0,1256.0,1180.0,666.0,1439.0,1450.0,925.0,1586.0,1181.0,196.0,691.0,3296.0,702.0,1750.0,2300.0,296.0
2177.0,721.0,1200.0,248.0,827.0,1313.0,1475.0,2240.0,345.0,1196.0,376.0,2260.0,488.0,3024.0,1793.0,1603.0,73.0,1661.0,1452.0,2903.0,248.0,2108.0,3077.0,609.0
1864.0,1248.0,3043.0,369.0,2472.0,867.0,2989.0,2426.0,1122.0,2081.0,3118.0,2143.0,1419.0,,292.0,438.0,1491.0,177.0,167.0,175.0,1640.0,2321.0,1718.0,1214.0
3416.0,2518.0,1914.0,702.0,582.0,866.0,2063.0,1435.0,342.0,1557.0,1210.0,2432.0,1047.0,,1499.0,1492.0,438.0,2133.0,521.0,62.0,617.0,2430.0,2652.0,1256.0
2238.0,3181.0,520.0,951.0,3106.0,1650.0,1770.0,1679.0,2527.0,2354.0,444.0,2424.0,2241.0,,842.0,73.0,2318.0,3188.0,2935.0,2238.0,835.0,2428.0,2256.0,2135.0
1184.0,1221.0,728.0,1340.0,2077.0,2605.0,122.0,3394.0,1023.0,2523.0,3083.0,1746.0,2133.0,,2158.0,617.0,1644.0,1439.0,281.0,3115.0,412.0,666.0,1927.0,741.0
2627.0,1607.0,428.0,728.0,3151.0,1585.0,1829.0,2404.0,587.0,912.0,1105.0,1947.0,1285.0,,1105.0,1585.0,2518.0,1242.0,1054.0,1272.0,1493.0,2433.0,305.0,912.0
2796.0,1666.0,112.0,669.0,1002.0,864.0,2238.0,341.0,1003.0,122.0,946.0,2710.0,1124.0,,2454.0,1307.0,2830.0,824.0,2569.0,2796.0,2154.0,2435.0,2823.0,444.0
2903.0,2321.0,1456.0,25.0,1636.0,1534.0,1355.0,184.0,2607.0,1467.0,2527.0,1781.0,1929.0,,3343.0,755.0,1098.0,3290.0,299.0,1864.0,761.0,2143.0,2618.0,234.0
3073.0,1191.0,743.0,438.0,1189.0,2241.0,2875.0,2311.0,1170.0,2269.0,3313.0,1894.0,196.0,,1292.0,722.0,1551.0,1419.0,2260.0,2298.0,1108.0,2424.0,956.0,1379.0
62.0,1684.0,1004.0,1313.0,2325.0,755.0,120.0,3364.0,1330.0,255.0,2935.0,2569.0,2518.0,,80.0,701.0,852.0,1926.0,516.0,1417.0,1603.0,1781.0,3040.0,230.0
551.0,2481.0,1207.0,866.0,2295.0,581.0,41.0,3077.0,572.0,438.0,945.0,1707.0,108.0,,736.0,1650.0,870.0,2198.0,2135.0,1425.0,1650.0,1939.0,1767.0,50.0
1182.0,1748.0,110.0,2418.0,2066.0,742.0,1850.0,1337.0,1535.0,2480.0,2269.0,3392.0,129.0,,1812.0,405.0,1466.0,143.0,1287.0,291.0,870.0,2038.0,2153.0,3362.0
1770.0,430.0,129.0,412.0,2176.0,369.0,1189.0,3083.0,1285.0,376.0,2411.0,1939.0,211.0,,369.0,866.0,793.0,1047.0,445.0,2376.0,25.0,1746.0,3079.0,898.0
2298.0,299.0,420.0,2121.0,547.0,754.0,550.0,2207.0,1739.0,3351.0,1524.0,2038.0,618.0,,859.0,1463.0,756.0,1929.0,1399.0,1415.0,942.0,1947.0,1756.0,3151.0
3296.0,1110.0,15.0,617.0,2254.0,20.0,3347.0,2778.0,2866.0,898.0,521.0,2140.0,670.0,,2527.0,761.0,722.0,2980.0,1476.0,2038.0,866.0,1707.0,755.0,1452.0
2300.0,440.0,1079.0,388.0,2129.0,728.0,2541.0,671.0,1581.0,2414.0,994.0,3343.0,3349.0,,3416.0,91.0,242.0,2638.0,1124.0,2036.0,1719.0,2140.0,2442.0,513.0
291.0,1622.0,2835.0,1719.0,2607.0,442.0,1027.0,2860.0,3392.0,444.0,307.0,3150.0,143.0,,2344.0,2121.0,14.0,670.0,1110.0,1033.0,5.0,230.0,529.0,376.0
842.0,346.0,1209.0,1493.0,2630.0,1207.0,244.0,3086.0,2480.0,1187.0,1432.0,2411.0,1926.0,,1530.0,682.0,3384.0,618.0,444.0,2300.0,1313.0,3245.0,198.0,638.0
2376.0,1135.0,1024.0,754.0,2424.0,14.0,2295.0,3341.0,2481.0,651.0,1124.0,1607.0,112.0,,2860.0,587.0,1066.0,2975.0,1559.0,89.0,1950.0,1066.0,3394.0,516.0
89.0,2475.0,1225.0,1307.0,3041.0,1098.0,1028.0,3040.0,1684.0,3151.0,3369.0,1750.0,3290.0,,1500.0,1108.0,2542.0,1578.0,428.0,2204.0,324.0,2354.0,1673.0,2914.0
2036.0,2468.0,1340.0,1577.0,3259.0,1943.0,1645.0,956.0,2569.0,609.0,3210.0,3118.0,3182.0,,1190.0,288.0,1232.0,112.0,1660.0,2325.0,1585.0,2406.0,1502.0,2784.0
1960.0,2477.0,1064.0,1640.0,1528.0,1798.0,424.0,1792.0,2522.0,2121.0,3362.0,2406.0,1191.0,,1552.0,978.0,108.0,1903.0,1256.0,957.0,1207.0,1217.0,2236.0,1723.0
1781.0,1190.0,663.0,73.0,1173.0,3384.0,2823.0,1432.0,1110.0,845.0,2523.0,3245.0,2683.0,,1289.0,1017.0,361.0,1586.0,50.0,1302.0,728.0,1894.0,1049.0,2527.0
957.0,1214.0,1289.0,722.0,1904.0,16.0,1157.0,1859.0,1168.0,1210.0,2072.0,974.0,790.0,,2905.0,1719.0,168.0,1539.0,2432.0,2843.0,73.0,974.0,2676.0,2499.0
3109.0,743.0,211.0,1108.0,2048.0,73.0,2994.0,2341.0,1437.0,3181.0,2444.0,2414.0,3074.0,,2899.0,793.0,1242.0,312.0,1432.0,1636.0,701.0,2436.0,2142.0,168.0
2325.0,585.0,1036.0,1586.0,2866.0,29.0,1323.0,161.0,2710.0,3183.0,3416.0,1684.0,725.0,,1214.0,5.0,2573.0,343.0,225.0,2013.0,1066.0,2121.0,3086.0,91.0
1302.0,1289.0,700.0,1650.0,513.0,1232.0,2472.0,1576.0,89.0,2914.0,1417.0,3151.0,343.0,,2506.0,790.0,1419.0,3349.0,2751.0,2037.0,1183.0,771.0,1769.0,81.0
1170.0,670.0,299.0,755.0,167.0,143.0,159.0,423.0,743.0,3083.0,2454.0,1960.0,3081.0,,912.0,388.0,520.0,1036.0,2014.0,3109.0,473.0,1450.0,3331.0,1196.0
167.0,859.0,1943.0,761.0,1214.0,682.0,2630.0,2213.0,2260.0,2935.0,1258.0,2444.0,1307.0,,1401.0,581.0,2683.0,977.0,585.0,2513.0,682.0,1236.0,1983.0,1105.0
2038.0,3086.0,790.0,1585.0,2428.0,388.0,1793.0,2129.0,445.0,1066.0,651.0,461.0,361.0,,1864.0,293.0,16.0,361.0,857.0,1002.0,168.0,2821.0,1560.0,438.0
2843.0,1691.0,380.0,1119.0,2433.0,794.0,1352.0,2544.0,994.0,1239.0,1401.0,2298.0,312.0,,2847.0,473.0,329.0,108.0,572.0,3064.0,1636.0,11.0,709.0,1700.0
1415.0,1472.0,1672.0,1463.0,2410.0,1661.0,1528.0,1049.0,1221.0,1258.0,1812.0,2104.0,245.0,,337.0,442.0,1661.0,725.0,2873.0,2598.0,1242.0,234.0,2299.0,131.0
2104.0,691.0,340.0,942.0,2421.0,2830.0,2062.0,1445.0,113.0,516.0,1687.0,1770.0,2513.0,,972.0,742.0,288.0,3081.0,2428.0,547.0,1929.0,1467.0,2213.0,1860.0
2598.0,126.0,2478.0,682.0,3392.0,1644.0,554.0,1237.0,2428.0,945.0,845.0,1049.0,615.0,,3351.0,1207.0,997.0,595.0,609.0,399.0,2583.0,899.0,1427.0,1180.0
1636.0,428.0,588.0,405.0,2435.0,793.0,2129.0,3368.0,2821.0,1180.0,638.0,2300.0,871.0,,296.0,1943.0,177.0,1577.0,898.0,2845.0,438.0,3210.0,1259.0,1210.0
1275.0,1197.0,1399.0,473.0,2430.0,756.0,218.0,1923.0,1239.0,2444.0,1851.0,180.0,1586.0,,1217.0,2318.0,3188.0,2683.0,1023.0,1189.0,3081.0,3343.0,1846.0,2197.0
987.0,442.0,2723.0,293.0,2432.0,242.0,417.0,1121.0,1607.0,3150.0,1463.0,2436.0,80.0,,1340.0,1183.0,1036.0,245.0,500.0,3150.0,1340.0,2376.0,2426.0,177.0
547.0,143.0,2811.0,1242.0,1607.0,129.0,645.0,64.0,2272.0,1273.0,1723.0,2325.0,1210.0,,2072.0,1644.0,2523.0,3074.0,2410.0,2875.0,722.0,2344.0,950.0,1741.0
1861.0,290.0,3013.0,743.0,2108.0,2573.0,1960.0,3292.0,255.0,946.0,168.0,1920.0,700.0,,1187.0,942.0,211.0,700.0,1499.0,3259.0,793.0,80.0,2058.0,255.0
1002.0,203.0,320.0,2605.0,666.0,2133.0,526.0,1259.0,292.0,521.0,91.0,1671.0,1539.0,,1124.0,1036.0,725.0,1119.0,2421.0,1770.0,1943.0,1379.0,2353.0,1973.0
3343.0,438.0,669.0,587.0,2143.0,852.0,3041.0,3206.0,2435.0,80.0,131.0,771.0,1903.0,,2444.0,242.0,1929.0,488.0,753.0,1861.0,242.0,1500.0,1859.0,1054.0
974.0,2569.0,242.0,91.0,1947.0,1439.0,827.0,2203.0,963.0,585.0,2325.0,122.0,1407.0,,2411.0,1491.0,977.0,587.0,1750.0,5.0,2830.0,2135.0,3323.0,1557.0
3150.0,307.0,1666.0,1926.0,2406.0,1491.0,1983.0,2981.0,1105.0,3416.0,2238.0,1983.0,174.0,,2475.0,1950.0,3182.0,3182.0,1105.0,1793.0,1466.0,2081.0,671.0,1192.0
2018.0,24.0,936.0,793.0,1746.0,2523.0,2444.0,739.0,1439.0,1476.0,92.0,1944.0,595.0,,1258.0,361.0,618.0,211.0,1505.0,2658.0,388.0,912.0,423.0,3313.0
2069.0,1442.0,2518.0,1207.0,2140.0,1132.0,3106.0,2582.0,457.0,2454.0,2429.0,1450.0,3112.0,,2555.0,743.0,790.0,1210.0,2521.0,2039.0,754.0,122.0,2345.0,2523.0
2236.0,2272.0,1119.0,288.0,1781.0,15.0,196.0,2153.0,721.0,3210.0,1860.0,2663.0,977.0,,1399.0,852.0,978.0,3112.0,2468.0,1275.0,755.0,1691.0,2673.0,122.0
1027.0,1524.0,120.0,361.0,1750.0,2542.0,165.0,2040.0,1487.0,2862.0,1891.0,3083.0,2228.0,,1066.0,595.0,343.0,871.0,842.0,218.0,1586.0,2411.0,3111.0,2935.0
3001.0,1487.0,2542.0,1950.0,1894.0,618.0,2077.0,2652.0,857.0,1417.0,438.0,2081.0,2427.0,,409.0,977.0,313.0,2513.0,1214.0,3343.0,743.0,3150.0,1935.0,2158.0
3151.0,1307.0,1455.0,790.0,461.0,216.0,671.0,2465.0,2432.0,1432.0,2952.0,1904.0,1860.0,,2503.0,343.0,1047.0,329.0,1258.0,196.0,288.0,296.0,2982.0,793.0
1475.0,1417.0,1026.0,1183.0,3118.0,2980.0,3107.0,1935.0,444.0,3313.0,372.0,3064.0,197.0,,1450.0,1119.0,595.0,1074.0,2481.0,2865.0,867.0,1187.0,1459.0,2429.0
120.0,1763.0,1181.0,1798.0,1707.0,743.0,1275.0,2083.0,666.0,2503.0,1277.0,2232.0,3113.0,,1196.0,430.0,468.0,455.0,2516.0,1355.0,1644.0,3416.0,2494.0,1337.0
2013.0,1399.0,1342.0,977.0,2569.0,1181.0,1513.0,1766.0,281.0,1124.0,1054.0,11.0,455.0,,1379.0,2583.0,1407.0,1463.0,1065.0,2407.0,852.0,2298.0,2533.0,1049.0
1355.0,468.0,1407.0,1644.0,2414.0,196.0,2148.0,1718.0,972.0,3369.0,1273.0,2121.0,1119.0,,16.0,794.0,3074.0,197.0,1463.0,1920.0,978.0,3351.0,1432.0,1288.0
1850.0,2506.0,2577.0,581.0,1939.0,288.0,2133.0,1768.0,2421.0,123.0,225.0,1065.0,2420.0,,1770.0,1242.0,245.0,2427.0,3086.0,1027.0,1036.0,3115.0,1607.0,3181.0
2407.0,1285.0,664.0,595.0,3245.0,313.0,1196.0,2501.0,2146.0,2411.0,196.0,1066.0,1917.0,,1481.0,313.0,1577.0,2206.0,2527.0,169.0,1491.0,131.0,2860.0,3183.0
3259.0,523.0,864.0,978.0,1450.0,1307.0,1617.0,2003.0,1698.0,3118.0,1192.0,1467.0,1981.0,,2713.0,520.0,1539.0,2518.0,1577.0,1475.0,361.0,2914.0,1806.0,1950.0
516.0,728.0,137.0,242.0,3083.0,1926.0,468.0,1767.0,927.0,2298.0,1741.0,196.0,1577.0,,3369.0,867.0,700.0,1407.0,1302.0,1850.0,216.0,945.0,3151.0,1308.0
2865.0,38.0,1650.0,1551.0,2411.0,1290.0,200.0,980.0,1671.0,1401.0,1340.0,1236.0,339.0,,2269.0,1551.0,3081.0,615.0,1248.0,516.0,1181.0,2444.0,1576.0,92.0
399.0,1660.0,852.0,1017.0,771.0,1340.0,1173.0,1427.0,516.0,180.0,757.0,2882.0,1672.0,,3073.0,3081.0,1917.0,161.0,1035.0,1746.0,3182.0,3118.0,2579.0,1577.0
169.0,129.0,348.0,1943.0,1983.0,1456.0,1920.0,1846.0,1106.0,1812.0,1726.0,2952.0,1463.0,,346.0,1181.0,216.0,1456.0,2477.0,2163.0,1577.0,2454.0,3121.0,1903.0
2625.0,292.0,1472.0,1036.0,2272.0,1577.0,2384.0,2443.0,2475.0,225.0,2899.0,2135.0,672.0,,946.0,3074.0,3349.0,929.0,1417.0,2951.0,587.0,1308.0,1938.0,1467.0
2163.0,1098.0,3128.0,1541.0,2436.0,790.0,2377.0,2192.0,379.0,1288.0,1903.0,230.0,329.0,,1960.0,2513.0,871.0,1917.0,1196.0,310.0,2427.0,50.0,791.0,1929.0
2956.0,1182.0,557.0,2583.0,2444.0,1586.0,2263.0,1769.0,2424.0,1277.0,468.0,2850.0,161.0,,1002.0,1929.0,174.0,327.0,2473.0,3151.0,1210.0,2269.0,2443.0,1340.0
2039.0,611.0,191.0,3074.0,1168.0,595.0,2889.0,3299.0,313.0,3362.0,2197.0,1855.0,2275.0,,741.0,1456.0,929.0,672.0,611.0,1698.0,615.0,2414.0,1875.0,2298.0
2433.0,293.0,290.0,742.0,2784.0,343.0,2824.0,2590.0,1611.0,2429.0,1700.0,168.0,929.0,,492.0,1124.0,1210.0,1672.0,2475.0,1352.0,790.0,2935.0,1946.0,579.0
2410.0,927.0,1039.0,430.0,5.0,722.0,2040.0,1330.0,1399.0,2751.0,177.0,91.0,327.0,,553.0,2427.0,3112.0,1981.0,1671.0,1418.0,3074.0,1180.0,1189.0,2847.0
2260.0,2935.0,1496.0,2513.0,974.0,870.0,2112.0,1756.0,1017.0,1577.0,2298.0,1723.0,822.0,,3083.0,20.0,3113.0,5.0,1557.0,3143.0,108.0,1105.0,1457.0,3031.0
2428.0,1481.0,560.0,2427.0,1960.0,977.0,2211.0,2144.0,1340.0,2899.0,793.0,1217.0,1456.0,,884.0,3349.0,1860.0,174.0,743.0,2956.0,520.0,3083.0,2192.0,1258.0
2421.0,1210.0,1572.0,520.0,2663.0,978.0,3076.0,2982.0,565.0,1524.0,1288.0,2197.0,5.0,,3183.0,1066.0,3132.0,2228.0,461.0,1354.0,2683.0,741.0,3299.0,1689.0
666.0,1564.0,2285.0,1491.0,2860.0,473.0,1705.0,2579.0,2521.0,994.0,2503.0,1891.0,1095.0,,1318.0,1047.0,312.0,880.0,3024.0,2195.0,1551.0,1599.0,3341.0,757.0
2430.0,2140.0,611.0,867.0,1581.0,951.0,2449.0,2058.0,2305.0,2372.0,2784.0,1950.0,2197.0,,1904.0,108.0,339.0,339.0,,2816.0,1047.0,2072.0,2580.0,2830.0
2435.0,43.0,2680.0,2830.0,2522.0,1047.0,3091.0,305.0,1691.0,2072.0,135.0,24.0,1177.0,,1557.0,211.0,197.0,1017.0,,2444.0,929.0,2095.0,2404.0,123.0
2424.0,521.0,1805.0,725.0,313.0,430.0,2366.0,2823.0,167.0,638.0,2739.0,1973.0,2899.0,,2477.0,168.0,1191.0,1309.0,,945.0,312.0,1689.0,2545.0,2751.0
1746.0,595.0,1285.0,1407.0,1106.0,468.0,2610.0,3079.0,2081.0,3115.0,81.0,1682.0,997.0,,1851.0,1636.0,1586.0,2275.0,,2254.0,2518.0,1463.0,2961.0,945.0
2108.0,941.0,411.0,3349.0,2481.0,1551.0,2835.0,1673.0,299.0,1723.0,1107.0,2095.0,2952.0,,1723.0,1098.0,428.0,80.0,,1960.0,595.0,3183.0,1991.0,946.0
2143.0,1239.0,1426.0,12.0,89.0,587.0,2268.0,586.0,1124.0,3073.0,2751.0,1700.0,1633.0,,1920.0,2830.0,112.0,1177.0,,1944.0,343.0,2372.0,1435.0,225.0
1947.0,379.0,1268.0,20.0,1221.0,1036.0,2365.0,1845.0,1499.0,2739.0,1689.0,1039.0,1855.0,,440.0,312.0,455.0,3113.0,,2104.0,2513.0,1557.0,1792.0,651.0
2432.0,1106.0,1604.0,794.0,1437.0,3349.0,2682.0,3008.0,1432.0,1851.0,1552.0,131.0,1111.0,,2339.0,2683.0,672.0,380.0,,2079.0,1407.0,638.0,2663.0,1039.0
1894.0,1225.0,3131.0,211.0,2521.0,1463.0,1400.0,2299.0,24.0,1054.0,2847.0,80.0,1074.0,,96.0,216.0,2228.0,430.0,,2236.0,174.0,3092.0,586.0,521.0
2710.0,1324.0,1581.0,1210.0,1330.0,1119.0,2236.0,2487.0,513.0,507.0,2862.0,942.0,3051.0,,376.0,725.0,1463.0,1860.0,,1781.0,211.0,438.0,1995.0,994.0
1707.0,1026.0,3392.0,2518.0,1110.0,428.0,2985.0,1421.0,118.0,2475.0,507.0,547.0,2957.0,,299.0,1539.0,161.0,1191.0,,513.0,488.0,225.0,2590.0,3369.0
1939.0,1855.0,2522.0,1098.0,1017.0,361.0,614.0,326.0,461.0,281.0,1505.0,945.0,880.0,,2516.0,455.0,322.0,259.0,,2625.0,177.0,1054.0,1421.0,2848.0
3118.0,1256.0,857.0,1066.0,721.0,1539.0,2247.0,2345.0,521.0,2850.0,114.0,3010.0,1024.0,,743.0,1074.0,587.0,997.0,,2568.0,1098.0,757.0,2207.0,2076.0
2569.0,322.0,473.0,1672.0,337.0,672.0,965.0,2494.0,2372.0,757.0,2095.0,399.0,875.0,,2848.0,1466.0,880.0,1541.0,,2387.0,618.0,946.0,2144.0,611.0
2411.0,16.0,2527.0,1466.0,113.0,700.0,547.0,2533.0,307.0,533.0,3115.0,998.0,1541.0,,2663.0,3182.0,15.0,3374.0,,526.0,197.0,507.0,2589.0,135.0
1750.0,361.0,2480.0,700.0,1487.0,3074.0,582.0,1802.0,728.0,1505.0,330.0,1812.0,1553.0,,1287.0,871.0,2899.0,1553.0,,2077.0,1463.0,1896.0,1145.0,492.0
2037.0,2260.0,337.0,245.0,1196.0,871.0,1940.0,2236.0,1562.0,131.0,180.0,1379.0,1079.0,,1467.0,1407.0,327.0,3051.0,,2069.0,2542.0,1723.0,1802.0,3210.0
2436.0,3342.0,2821.0,108.0,1671.0,455.0,3096.0,1875.0,1318.0,372.0,1245.0,3210.0,430.0,,1239.0,1210.0,615.0,1855.0,,2176.0,245.0,1891.0,980.0,845.0
1904.0,513.0,143.0,1539.0,292.0,2513.0,2370.0,1496.0,2935.0,158.0,1973.0,3326.0,1046.0,,504.0,2518.0,2420.0,1503.0,,2095.0,455.0,1210.0,925.0,2588.0
2140.0,2157.0,2935.0,1929.0,741.0,108.0,2725.0,3177.0,1750.0,92.0,1696.0,2072.0,428.0,,442.0,615.0,1124.0,1095.0,,2472.0,1855.0,2503.0,1368.0,2352.0
2414.0,14.0,1684.0,3081.0,1691.0,380.0,964.0,1646.0,2433.0,1245.0,300.0,2407.0,3132.0,,2238.0,3132.0,80.0,2420.0,,3347.0,1539.0,307.0,1338.0,1840.0
1049.0,1024.0,1691.0,312.0,24.0,312.0,657.0,2616.0,2410.0,2905.0,1873.0,62.0,949.0,,2340.0,428.0,1672.0,2957.0,,2823.0,1860.0,168.0,3177.0,300.0
1726.0,369.0,1258.0,3182.0,2344.0,1017.0,3231.0,3415.0,1185.0,126.0,1443.0,3031.0,1309.0,,936.0,245.0,3290.0,428.0,,2006.0,380.0,91.0,157.0,859.0
2882.0,1437.0,2153.0,168.0,736.0,1111.0,543.0,3331.0,1182.0,1687.0,2372.0,2865.0,259.0,,1024.0,2542.0,1981.0,31.0,,536.0,725.0,1860.0,1337.0,1982.0
2444.0,666.0,585.0,455.0,1256.0,438.0,2760.0,157.0,2516.0,135.0,2375.0,1741.0,2206.0,,3313.0,700.0,1903.0,1079.0,,3118.0,80.0,2238.0,1445.0,1599.0
2135.0,1105.0,1124.0,1636.0,857.0,2275.0,729.0,1501.0,3086.0,1248.0,3290.0,723.0,1109.0,,521.0,197.0,1074.0,822.0,,1904.0,871.0,1903.0,439.0,3290.0
1944.0,977.0,1168.0,1124.0,2516.0,488.0,3187.0,1368.0,2430.0,168.0,158.0,1242.0,31.0,,126.0,1439.0,1542.0,228.0,,417.0,1119.0,2325.0,916.0,1726.0
3245.0,1002.0,1292.0,618.0,1318.0,1191.0,1200.0,3116.0,2344.0,91.0,1226.0,2146.0,2740.0,,1598.0,2740.0,1095.0,68.0,,244.0,1419.0,2952.0,2341.0,1687.0
180.0,1196.0,842.0,2683.0,972.0,3374.0,2290.0,1540.0,2108.0,2238.0,579.0,1726.0,228.0,,1319.0,1541.0,190.0,572.0,,167.0,824.0,1035.0,1923.0,3024.0
1983.0,1661.0,445.0,216.0,1855.0,211.0,2892.0,2383.0,2143.0,2325.0,281.0,177.0,2354.0,,1268.0,618.0,3051.0,1111.0,,2564.0,1439.0,92.0,2101.0,
3313.0,1586.0,2534.0,672.0,1557.0,329.0,3004.0,1055.0,1855.0,1860.0,1864.0,2598.0,43.0,,456.0,3113.0,1017.0,1046.0,,1486.0,12.0,1700.0,2129.0,
1671.0,1606.0,1437.0,428.0,445.0,245.0,2147.0,2323.0,2140.0,1891.0,1049.0,1581.0,2587.0,,777.0,80.0,1111.0,713.0,,1528.0,2740.0,1399.0,1402.0,
5.0,50.0,1210.0,343.0,122.0,725.0,2322.0,433.0,2406.0,2952.0,3073.0,2522.0,1811.0,,765.0,161.0,3374.0,875.0,,2135.0,2605.0,1741.0,1919.0,
1782.0,2519.0,1221.0,488.0,1499.0,1981.0,1987.0,1794.0,771.0,81.0,533.0,2481.0,380.0,,1154.0,1312.0,68.0,2519.0,,2630.0,2523.0,1303.0,3008.0,
1920.0,348.0,3181.0,1534.0,2146.0,824.0,2939.0,1560.0,2882.0,196.0,3360.0,721.0,663.0,,2020.0,174.0,2275.0,1285.0,,1173.0,2420.0,196.0,2469.0,
2866.0,541.0,1107.0,197.0,3086.0,520.0,2781.0,2663.0,1450.0,1903.0,3031.0,1106.0,1374.0,,2064.0,1159.0,822.0,1500.0,,662.0,700.0,1290.0,3014.0,
