Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.114,0.0,0.03,,,,,,
RR,0.106,0.105,0.129,0.028,,,,,,
BRR,0.0,0.114,0.0,0.023,,,,,,
lSVR,0.069,0.084,0.084,0.012,,,,,,
SVR,0.097,0.12,0.119,0.021,,,,,,
RFR,0.05,0.098,0.046,0.008,,,,,,
KRR,0.0,0.105,0.0,0.023,,,,,,
GPR,0.0,0.103,0.0,0.017,,,,,,
XGB,0.066,0.116,0.085,0.032,,,,,,
