Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.103,0.0,0.013,,,,,,
RR,0.0,0.1,0.0,0.014,,,,,,
BRR,0.0,0.1,0.0,0.014,,,,,,
lSVR,0.05,0.08,0.05,0.014,,,,,,
SVR,0.059,0.115,0.057,0.014,,,,,,
RFR,0.026,0.097,0.026,0.008,,,,,,
KRR,0.0,0.087,0.0,0.011,,,,,,
GPR,0.0,0.09,0.0,0.012,,,,,,
XGB,0.0,0.174,0.0,0.114,,,,,,
