Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.123,0.0,0.027,,,,,,
RR,0.04,0.118,0.079,0.029,,,,,,
BRR,0.0,0.124,0.0,0.027,,,,,,
lSVR,0.111,0.098,0.137,0.021,,,,,,
SVR,0.097,0.119,0.119,0.02,,,,,,
RFR,0.057,0.095,0.056,0.007,,,,,,
KRR,0.0,0.103,0.0,0.02,,,,,,
GPR,0.0,0.104,0.0,0.019,,,,,,
XGB,0.066,0.116,0.085,0.032,,,,,,
