targets,mean_queries,std_queries,max_queries,min_queries,rand_queries
7.0,71.52,74.80006417109547,200.0,4.0,79.1
7.1,71.52,74.80006417109547,200.0,4.0,79.1
7.2,80.52,76.91143998131878,200.0,6.0,87.88888888888889
7.3,80.52,76.91143998131878,200.0,6.0,87.88888888888889
7.4,80.52,76.91143998131878,200.0,6.0,87.88888888888889
7.5,100.68,83.1330114936299,200.0,6.0,98.875
7.6,100.68,83.1330114936299,200.0,6.0,98.875
7.7,100.68,83.1330114936299,200.0,6.0,98.875
7.8,102.96,81.99194106740002,200.0,6.0,113.0
7.9,102.96,81.99194106740002,200.0,6.0,113.0
8.0,138.68,76.92423285285334,200.0,14.0,197.75
8.1,138.68,76.92423285285334,200.0,14.0,197.75
8.2,138.68,76.92423285285334,200.0,14.0,197.75
8.3,138.68,76.92423285285334,200.0,14.0,197.75
8.4,152.64,70.62513999986123,200.0,17.0,263.6666666666667
8.5,152.64,70.62513999986123,200.0,17.0,263.6666666666667
8.6,172.72,55.611883622118015,200.0,22.0,395.5
8.7,172.72,55.611883622118015,200.0,22.0,395.5
8.8,172.72,55.611883622118015,200.0,22.0,395.5
8.9,172.72,55.611883622118015,200.0,22.0,395.5
9.0,172.72,55.611883622118015,200.0,22.0,395.5
9.1,172.72,55.611883622118015,200.0,22.0,395.5
9.2,172.72,55.611883622118015,200.0,22.0,395.5
9.3,172.72,55.611883622118015,200.0,22.0,395.5
9.327902142064282,172.72,55.611883622118015,200.0,22.0,395.5
