Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.061,0.0,0.541,1.0,0.344,0.999,0.356,0.998,0.245
RR,0.111,0.821,0.152,0.061,0.992,0.461,0.995,0.462,0.98,0.314
BRR,0.036,0.811,0.071,0.055,0.997,0.457,0.997,0.454,0.989,0.309
lSVR,0.376,0.882,0.279,0.073,0.92,0.435,0.934,0.453,0.856,0.307
SVR,0.284,0.883,0.219,0.093,0.934,0.424,0.965,0.417,0.909,0.283
RFR,0.267,0.806,0.101,0.036,0.98,0.454,0.975,0.447,0.918,0.304
KRR,0.018,0.868,0.033,0.062,0.998,0.365,0.999,0.412,0.998,0.279
GPR,0.0,0.919,0.0,0.038,1.0,0.155,0.999,0.394,0.998,0.266
XGB,0.309,0.868,0.269,0.061,0.992,0.368,0.991,0.384,0.973,0.285
