Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.795,0.0,0.025,1.0,0.471,0.999,0.492,0.998,0.334
RR,0.175,0.81,0.292,0.027,0.993,0.475,0.991,0.5,0.971,0.34
BRR,0.0,0.796,0.0,0.028,1.0,0.47,0.999,0.494,0.998,0.336
lSVR,0.457,0.849,0.447,0.068,0.933,0.452,0.911,0.48,0.828,0.327
SVR,0.509,0.86,0.425,0.068,0.891,0.437,0.897,0.475,0.81,0.323
RFR,0.358,0.85,0.043,0.036,0.977,0.358,0.952,0.354,0.882,0.239
KRR,0.112,0.835,0.22,0.043,0.996,0.418,0.996,0.46,0.989,0.311
GPR,0.0,0.938,0.0,0.001,1.0,0.055,1.0,0.374,1.0,0.248
XGB,0.564,0.915,0.257,0.026,0.976,0.234,0.973,0.249,0.932,0.185
