Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.801,0.0,0.03,1.0,0.481,0.999,0.5,0.998,0.34
RR,0.264,0.825,0.334,0.042,0.99,0.487,0.984,0.516,0.953,0.352
BRR,0.0,0.804,0.0,0.032,1.0,0.477,0.999,0.498,0.998,0.338
lSVR,0.48,0.853,0.468,0.074,0.946,0.475,0.906,0.498,0.828,0.337
SVR,0.507,0.848,0.454,0.08,0.898,0.423,0.881,0.458,0.81,0.313
RFR,0.398,0.819,0.112,0.022,0.98,0.453,0.952,0.452,0.882,0.305
KRR,0.216,0.857,0.428,0.048,0.992,0.436,0.991,0.479,0.971,0.325
GPR,0.0,0.935,0.0,0.005,1.0,0.083,1.0,0.385,1.0,0.257
XGB,0.735,0.929,0.3,0.027,0.978,0.359,0.973,0.362,0.932,0.279
