Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.008,0.848,0.016,0.053,0.999,0.421,0.997,0.438,0.991,0.301
RR,0.29,0.844,0.182,0.028,0.966,0.449,0.951,0.471,0.866,0.323
BRR,0.013,0.863,0.026,0.046,0.999,0.422,0.997,0.435,0.991,0.299
lSVR,0.449,0.87,0.287,0.068,0.822,0.464,0.854,0.502,0.724,0.345
SVR,0.372,0.886,0.209,0.053,0.861,0.458,0.805,0.502,0.68,0.343
RFR,0.283,0.834,0.052,0.015,0.977,0.447,0.953,0.462,0.883,0.314
KRR,0.073,0.881,0.127,0.053,0.995,0.295,0.985,0.383,0.955,0.261
GPR,0.008,0.917,0.016,0.044,0.999,0.193,0.998,0.319,0.993,0.216
XGB,0.384,0.98,0.247,0.091,0.983,0.173,0.99,0.185,0.966,0.135
