Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.008,0.843,0.016,0.047,0.999,0.426,0.997,0.442,0.991,0.304
RR,0.29,0.843,0.182,0.028,0.966,0.452,0.951,0.474,0.866,0.325
BRR,0.013,0.858,0.026,0.041,0.999,0.428,0.997,0.44,0.991,0.303
lSVR,0.449,0.872,0.287,0.067,0.821,0.459,0.847,0.498,0.715,0.341
SVR,0.373,0.886,0.209,0.053,0.86,0.458,0.81,0.502,0.688,0.344
RFR,0.288,0.84,0.047,0.032,0.98,0.417,0.952,0.43,0.884,0.293
KRR,0.073,0.883,0.127,0.052,0.995,0.294,0.985,0.383,0.955,0.261
GPR,0.008,0.917,0.016,0.044,0.999,0.192,0.998,0.327,0.993,0.222
XGB,0.31,1.035,0.291,0.112,0.985,0.147,0.99,0.149,0.968,0.106
