Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.78,0.0,0.041,1.0,0.469,0.999,0.497,0.998,0.339
RR,0.146,0.788,0.221,0.035,0.992,0.474,0.993,0.501,0.98,0.343
BRR,0.0,0.782,0.0,0.041,1.0,0.468,0.999,0.496,0.998,0.339
lSVR,0.389,0.833,0.45,0.071,0.91,0.438,0.918,0.465,0.846,0.318
SVR,0.266,0.917,0.371,0.196,0.946,0.337,0.961,0.372,0.908,0.251
RFR,0.337,0.815,0.075,0.027,0.984,0.44,0.957,0.438,0.891,0.296
KRR,0.158,0.824,0.306,0.053,0.99,0.421,0.993,0.464,0.98,0.316
GPR,0.0,0.911,0.0,0.054,1.0,0.133,1.0,0.367,1.0,0.243
XGB,0.689,0.919,0.093,0.017,0.968,0.174,0.963,0.179,0.906,0.134
