Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.018,0.831,0.035,0.059,0.997,0.42,0.999,0.417,0.996,0.282
RR,0.095,0.842,0.149,0.064,0.992,0.424,0.996,0.425,0.987,0.288
BRR,0.034,0.831,0.067,0.057,0.997,0.422,0.999,0.418,0.996,0.283
lSVR,0.522,0.917,0.408,0.06,0.915,0.4,0.909,0.415,0.818,0.28
SVR,0.284,0.902,0.22,0.079,0.933,0.393,0.965,0.392,0.907,0.264
RFR,0.28,0.832,0.105,0.057,0.979,0.4,0.967,0.401,0.915,0.271
KRR,0.02,0.881,0.039,0.038,0.997,0.351,0.999,0.408,0.996,0.274
GPR,0.018,0.938,0.035,0.004,0.997,0.071,0.999,0.335,0.998,0.224
XGB,0.307,0.912,0.27,0.097,0.99,0.291,0.991,0.278,0.971,0.203
