Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.0,0.0,0.462,1.0,0.35,0.999,0.351,0.998,0.245
RR,0.142,0.799,0.166,0.045,0.983,0.464,0.965,0.458,0.918,0.315
BRR,0.039,0.793,0.078,0.049,0.996,0.46,0.997,0.45,0.989,0.311
lSVR,0.304,0.848,0.238,0.082,0.886,0.411,0.902,0.409,0.802,0.278
SVR,0.274,0.846,0.21,0.081,0.919,0.411,0.936,0.4,0.847,0.272
RFR,0.291,0.807,0.105,0.031,0.972,0.451,0.953,0.443,0.882,0.302
KRR,0.002,0.832,0.002,0.077,1.0,0.392,0.999,0.398,0.998,0.274
GPR,0.0,0.9,0.0,0.077,1.0,0.17,0.999,0.381,0.998,0.256
XGB,0.488,0.901,0.315,0.053,0.979,0.306,0.98,0.31,0.946,0.229
