Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.829,0.0,0.16,1.0,0.387,0.999,0.392,0.998,0.273
RR,0.101,0.784,0.113,0.049,0.989,0.477,0.975,0.475,0.944,0.329
BRR,0.036,0.773,0.073,0.048,0.997,0.487,0.999,0.485,0.998,0.338
lSVR,0.295,0.835,0.241,0.088,0.883,0.423,0.9,0.431,0.802,0.295
SVR,0.207,0.862,0.21,0.136,0.977,0.382,0.982,0.39,0.944,0.27
RFR,0.292,0.804,0.1,0.028,0.982,0.461,0.975,0.459,0.927,0.314
KRR,0.003,0.803,0.002,0.067,1.0,0.438,0.999,0.428,0.998,0.295
GPR,0.0,0.895,0.0,0.088,1.0,0.175,0.999,0.394,0.998,0.266
XGB,0.488,0.902,0.315,0.053,0.979,0.27,0.98,0.266,0.946,0.192
