Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.008,0.838,0.016,0.042,0.999,0.431,0.997,0.453,0.991,0.312
RR,0.285,0.838,0.179,0.025,0.967,0.473,0.951,0.503,0.866,0.346
BRR,0.013,0.852,0.026,0.037,0.999,0.439,0.997,0.46,0.991,0.318
lSVR,0.368,0.856,0.281,0.064,0.851,0.463,0.871,0.499,0.76,0.343
SVR,0.369,0.882,0.205,0.052,0.872,0.474,0.828,0.521,0.706,0.357
RFR,0.282,0.846,0.06,0.023,0.977,0.423,0.953,0.44,0.875,0.299
KRR,0.184,0.873,0.223,0.05,0.981,0.353,0.968,0.415,0.911,0.285
GPR,0.008,0.915,0.016,0.048,0.999,0.193,0.998,0.337,0.993,0.231
XGB,0.383,0.996,0.247,0.085,0.983,0.161,0.99,0.176,0.966,0.131
