Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.522,0.0,0.023,1.0,0.64,0.974,0.674,0.931,0.53
RR,0.015,0.522,0.03,0.023,1.0,0.64,0.974,0.675,0.931,0.53
BRR,0.0,0.522,0.0,0.023,1.0,0.64,0.974,0.674,0.931,0.53
lSVR,0.069,0.532,0.085,0.022,0.987,0.607,0.972,0.65,0.921,0.508
SVR,0.173,0.564,0.114,0.02,0.948,0.616,0.952,0.673,0.873,0.527
RFR,0.297,0.561,0.057,0.061,0.985,0.591,0.952,0.605,0.875,0.472
KRR,0.002,0.558,0.002,0.059,1.0,0.59,0.972,0.622,0.921,0.485
GPR,0.0,0.651,0.0,0.065,1.0,0.246,0.979,0.544,0.944,0.418
XGB,0.38,0.657,0.313,0.07,0.992,0.468,0.992,0.513,0.976,0.447
