Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.547,0.0,0.019,1.0,0.62,0.974,0.654,0.931,0.51
RR,0.075,0.56,0.151,0.04,0.992,0.619,0.974,0.656,0.931,0.512
BRR,0.0,0.54,0.0,0.014,1.0,0.63,0.974,0.67,0.931,0.523
lSVR,0.265,0.621,0.248,0.053,0.954,0.531,0.937,0.51,0.864,0.395
SVR,0.233,0.593,0.221,0.053,0.948,0.606,0.964,0.646,0.901,0.503
RFR,0.28,0.559,0.044,0.028,0.988,0.587,0.964,0.622,0.894,0.481
KRR,0.004,0.565,0.002,0.05,1.0,0.59,0.974,0.65,0.931,0.507
GPR,0.0,0.663,0.0,0.056,1.0,0.257,0.978,0.604,0.944,0.469
XGB,0.342,0.641,0.278,0.065,0.993,0.475,0.99,0.538,0.974,0.455
