Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.56,0.0,0.018,1.0,0.595,0.914,0.669,0.841,0.521
RR,0.013,0.564,0.024,0.025,1.0,0.593,0.914,0.668,0.841,0.519
BRR,0.0,0.566,0.0,0.025,1.0,0.591,0.914,0.667,0.841,0.518
lSVR,0.035,0.557,0.069,0.015,0.989,0.601,0.911,0.668,0.831,0.521
SVR,0.055,0.564,0.048,0.028,0.984,0.598,0.906,0.675,0.821,0.524
RFR,0.202,0.557,0.05,0.009,0.988,0.597,0.906,0.671,0.821,0.518
KRR,0.008,0.572,0.008,0.037,1.0,0.567,0.914,0.659,0.841,0.513
GPR,0.0,0.611,0.0,0.073,1.0,0.374,0.941,0.581,0.893,0.446
XGB,0.123,0.701,0.244,0.042,0.989,0.306,0.966,0.368,0.937,0.312
