Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.574,0.0,0.015,1.0,0.576,0.975,0.58,0.933,0.447
RR,0.076,0.582,0.152,0.031,0.993,0.589,0.974,0.601,0.931,0.463
BRR,0.0,0.568,0.0,0.009,1.0,0.59,0.974,0.605,0.931,0.467
lSVR,0.058,0.618,0.115,0.017,0.982,0.49,0.974,0.413,0.931,0.314
SVR,0.043,0.567,0.087,0.024,0.989,0.589,0.974,0.584,0.931,0.449
RFR,0.283,0.563,0.032,0.032,0.987,0.574,0.962,0.583,0.894,0.451
KRR,0.005,0.58,0.003,0.021,1.0,0.577,0.972,0.592,0.921,0.456
GPR,0.0,0.674,0.0,0.033,1.0,0.267,0.975,0.598,0.933,0.467
XGB,0.329,0.663,0.266,0.095,0.99,0.502,0.98,0.546,0.952,0.473
