Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.698,0.0,0.05,1.0,0.283,0.942,0.236,0.902,0.174
RR,0.209,0.715,0.265,0.098,0.982,0.262,0.879,0.21,0.825,0.157
BRR,0.0,0.743,0.0,0.09,1.0,0.207,0.942,0.149,0.902,0.11
lSVR,0.292,0.714,0.256,0.049,0.874,-0.024,0.784,-0.118,0.694,-0.091
SVR,0.417,0.739,0.326,0.098,0.842,0.202,0.889,0.178,0.815,0.131
RFR,0.395,0.673,0.139,0.059,0.987,0.242,0.868,0.146,0.788,0.109
KRR,0.001,0.711,0.003,0.076,1.0,0.211,0.942,0.085,0.902,0.06
GPR,0.0,0.689,0.0,0.003,1.0,0.087,0.95,0.146,0.922,0.108
XGB,0.297,0.727,0.492,0.063,0.986,0.172,0.96,0.161,0.926,0.133
