Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.702,0.0,0.051,1.0,0.276,0.943,0.225,0.904,0.166
RR,0.209,0.718,0.265,0.096,0.982,0.254,0.879,0.198,0.825,0.148
BRR,0.0,0.751,0.0,0.087,1.0,0.196,0.942,0.134,0.902,0.098
lSVR,0.162,0.701,0.148,0.048,0.95,0.17,0.894,0.102,0.825,0.074
SVR,0.417,0.737,0.325,0.095,0.842,0.203,0.889,0.178,0.815,0.131
RFR,0.367,0.698,0.131,0.075,0.986,0.137,0.889,0.055,0.809,0.039
KRR,0.001,0.711,0.003,0.075,1.0,0.212,0.942,0.089,0.902,0.063
GPR,0.0,0.689,0.0,0.003,1.0,0.088,0.945,0.14,0.914,0.104
XGB,0.297,0.727,0.492,0.063,0.986,0.172,0.96,0.161,0.926,0.133
