Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.595,0.0,0.026,1.0,0.498,0.914,0.571,0.841,0.441
RR,0.0,0.585,0.0,0.023,1.0,0.511,0.914,0.596,0.841,0.461
BRR,0.0,0.585,0.0,0.023,1.0,0.511,0.914,0.596,0.841,0.461
lSVR,0.214,0.641,0.269,0.044,0.923,0.488,0.851,0.504,0.732,0.39
SVR,0.127,0.656,0.253,0.095,0.954,0.359,0.853,0.582,0.763,0.448
RFR,0.209,0.604,0.063,0.038,0.993,0.489,0.911,0.539,0.835,0.416
KRR,0.002,0.63,0.003,0.053,1.0,0.384,0.914,0.407,0.841,0.318
GPR,0.0,0.652,0.0,0.049,1.0,0.267,0.926,0.588,0.873,0.462
XGB,0.093,0.694,0.175,0.047,0.989,0.273,0.972,0.333,0.945,0.28
