Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.705,0.0,0.051,1.0,0.268,0.944,0.22,0.907,0.162
RR,0.208,0.736,0.264,0.12,0.982,0.23,0.879,0.173,0.825,0.13
BRR,0.0,0.766,0.0,0.106,1.0,0.173,0.942,0.113,0.902,0.083
lSVR,0.432,0.709,0.42,0.051,0.834,-0.108,0.797,-0.218,0.695,-0.163
SVR,0.445,0.746,0.294,0.112,0.846,0.166,0.889,0.131,0.815,0.098
RFR,0.393,0.692,0.134,0.076,0.988,0.147,0.87,0.056,0.78,0.042
KRR,0.001,0.718,0.003,0.085,1.0,0.196,0.942,0.074,0.902,0.053
GPR,0.0,0.689,0.0,0.003,1.0,0.087,0.958,0.13,0.937,0.098
XGB,0.297,0.727,0.492,0.063,0.986,0.172,0.96,0.161,0.926,0.133
