Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.672,0.0,0.017,1.0,0.342,0.942,0.251,0.902,0.186
RR,0.224,0.671,0.191,0.03,0.995,0.355,0.889,0.253,0.834,0.188
BRR,0.0,0.673,0.0,0.039,1.0,0.347,0.942,0.243,0.902,0.18
lSVR,0.294,0.693,0.278,0.028,0.899,0.096,0.797,-0.09,0.715,-0.067
SVR,0.621,0.686,0.388,0.051,0.797,0.318,0.855,0.307,0.752,0.23
RFR,0.367,0.666,0.118,0.043,0.989,0.317,0.864,0.202,0.772,0.151
KRR,0.0,0.681,0.0,0.01,1.0,0.273,0.942,0.129,0.902,0.093
GPR,0.0,0.689,0.0,0.003,1.0,0.047,0.988,0.149,0.978,0.111
XGB,0.189,0.752,0.356,0.067,0.99,0.203,0.965,0.183,0.937,0.156
