Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.563,0.0,0.023,1.0,0.593,0.915,0.672,0.845,0.523
RR,0.07,0.569,0.109,0.017,0.994,0.595,0.906,0.674,0.821,0.524
BRR,0.0,0.571,0.0,0.018,1.0,0.591,0.914,0.671,0.841,0.522
lSVR,0.047,0.55,0.066,0.003,0.977,0.607,0.911,0.676,0.831,0.529
SVR,0.099,0.551,0.096,0.022,0.965,0.6,0.908,0.667,0.821,0.521
RFR,0.206,0.57,0.052,0.015,0.988,0.578,0.9,0.654,0.812,0.503
KRR,0.001,0.572,0.001,0.029,1.0,0.56,0.914,0.662,0.841,0.515
GPR,0.0,0.596,0.0,0.06,1.0,0.46,0.939,0.614,0.886,0.471
XGB,0.123,0.701,0.244,0.042,0.989,0.306,0.966,0.368,0.937,0.312
