Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.814,0.0,0.057,1.0,0.783,0.99,0.664,0.973,0.454
RR,0.208,0.853,0.22,0.04,0.984,0.778,0.951,0.665,0.883,0.455
BRR,0.0,0.807,0.0,0.048,1.0,0.786,0.99,0.667,0.973,0.457
lSVR,0.066,0.858,0.072,0.027,0.992,0.774,0.956,0.667,0.91,0.458
SVR,0.085,0.842,0.112,0.055,0.993,0.787,0.957,0.668,0.915,0.459
RFR,0.304,0.852,0.037,0.032,0.981,0.763,0.915,0.64,0.825,0.433
KRR,0.067,0.863,0.107,0.065,0.998,0.781,0.987,0.669,0.963,0.459
GPR,0.0,0.871,0.0,0.034,1.0,0.79,0.99,0.671,0.973,0.461
XGB,0.258,0.943,0.515,0.258,0.993,0.668,0.979,0.577,0.954,0.417
