Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.792,0.0,0.043,1.0,0.816,0.99,0.682,0.973,0.468
RR,0.03,0.796,0.061,0.038,0.999,0.818,0.99,0.685,0.973,0.47
BRR,0.0,0.79,0.0,0.04,1.0,0.818,0.99,0.684,0.973,0.469
lSVR,0.076,0.885,0.151,0.062,0.994,0.81,0.97,0.683,0.928,0.468
SVR,0.087,0.803,0.072,0.063,0.993,0.814,0.987,0.671,0.963,0.458
RFR,0.315,0.824,0.048,0.04,0.98,0.787,0.917,0.652,0.844,0.441
KRR,0.005,0.87,0.002,0.143,1.0,0.797,0.99,0.682,0.973,0.466
GPR,0.0,0.851,0.0,0.033,1.0,0.815,0.99,0.685,0.973,0.472
XGB,0.125,0.84,0.249,0.091,0.998,0.701,0.994,0.622,0.982,0.457
