Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,2.726,0.0,1.448,1.0,-0.301,1.0,-0.271,1.0,-0.179
RR,0.056,1.976,0.078,0.699,0.985,-0.208,0.978,-0.168,0.956,-0.106
BRR,0.017,2.021,0.034,0.683,0.994,-0.206,0.995,-0.175,0.982,-0.111
lSVR,0.194,1.532,0.267,0.146,0.895,0.246,0.876,0.203,0.804,0.142
SVR,0.07,1.973,0.098,0.689,0.951,-0.168,0.876,-0.109,0.849,-0.064
RFR,0.156,1.713,0.085,0.364,0.984,-0.202,0.947,-0.163,0.867,-0.102
KRR,0.053,1.886,0.104,0.587,0.979,-0.196,0.964,-0.121,0.938,-0.074
GPR,0.0,1.626,0.0,0.205,1.0,-0.176,1.0,-0.109,1.0,-0.073
XGB,0.294,1.597,0.158,0.111,0.97,-0.284,0.98,-0.278,0.945,-0.22
