Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,2.145,0.0,0.698,1.0,-0.164,1.0,-0.136,1.0,-0.088
RR,0.067,1.844,0.089,0.564,0.984,-0.185,0.985,-0.177,0.964,-0.116
BRR,0.016,1.913,0.033,0.558,0.995,-0.191,0.998,-0.185,0.991,-0.123
lSVR,0.122,1.493,0.15,0.088,0.937,0.253,0.968,0.17,0.929,0.117
SVR,0.067,1.837,0.092,0.56,0.959,-0.18,0.905,-0.175,0.876,-0.115
RFR,0.148,1.786,0.088,0.377,0.985,-0.195,0.959,-0.146,0.884,-0.089
KRR,0.056,1.786,0.108,0.433,0.979,-0.215,0.985,-0.166,0.964,-0.11
GPR,0.0,1.587,0.0,0.207,1.0,-0.172,1.0,-0.098,1.0,-0.068
XGB,0.282,1.643,0.172,0.209,0.975,-0.261,0.981,-0.224,0.947,-0.179
