Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.01,1041509854434.004,0.02,2083019708864.167,0.994,-0.182,0.996,-0.183,0.989,-0.123
RR,0.067,1.837,0.089,0.561,0.984,-0.181,0.984,-0.172,0.962,-0.112
BRR,0.017,1.899,0.033,0.555,0.994,-0.182,0.996,-0.176,0.989,-0.116
lSVR,0.123,1.496,0.15,0.092,0.938,0.25,0.971,0.163,0.935,0.111
SVR,0.067,1.831,0.092,0.56,0.959,-0.177,0.903,-0.168,0.872,-0.109
RFR,0.146,1.775,0.079,0.34,0.983,-0.206,0.959,-0.161,0.891,-0.102
KRR,0.056,1.784,0.108,0.434,0.979,-0.214,0.984,-0.163,0.962,-0.107
GPR,0.007,1.593,0.014,0.214,0.995,-0.18,0.996,-0.021,0.989,-0.019
XGB,0.309,1.629,0.218,0.215,0.963,-0.256,0.968,-0.233,0.925,-0.186
