Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.816,0.0,0.055,1.0,0.81,0.99,0.656,0.973,0.442
RR,0.033,0.798,0.058,0.028,0.999,0.813,0.99,0.66,0.973,0.445
BRR,0.0,0.791,0.0,0.029,1.0,0.813,0.99,0.66,0.973,0.445
lSVR,0.08,0.917,0.16,0.063,0.995,0.801,0.977,0.648,0.937,0.435
SVR,0.029,0.802,0.057,0.044,0.999,0.817,0.99,0.656,0.973,0.443
RFR,0.291,0.811,0.059,0.076,0.983,0.779,0.94,0.635,0.881,0.426
KRR,0.006,0.86,0.003,0.126,1.0,0.799,0.99,0.654,0.973,0.438
GPR,0.0,0.857,0.0,0.019,1.0,0.808,0.99,0.668,0.973,0.455
XGB,0.125,0.841,0.249,0.091,0.998,0.688,0.994,0.61,0.982,0.447
