Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.8,0.0,0.043,1.0,0.778,0.995,0.679,0.982,0.476
RR,0.012,0.785,0.024,0.027,1.0,0.783,0.995,0.682,0.982,0.478
BRR,0.0,0.783,0.0,0.029,1.0,0.784,0.995,0.683,0.982,0.479
lSVR,0.015,0.825,0.03,0.035,0.998,0.774,0.995,0.677,0.982,0.474
SVR,0.126,0.801,0.087,0.032,0.988,0.78,0.985,0.676,0.946,0.47
RFR,0.304,0.803,0.042,0.029,0.987,0.796,0.948,0.669,0.882,0.463
KRR,0.009,0.786,0.011,0.027,1.0,0.784,0.995,0.682,0.982,0.479
GPR,0.0,0.795,0.0,0.035,1.0,0.792,0.995,0.682,0.982,0.479
XGB,0.146,0.796,0.167,0.127,0.997,0.722,0.993,0.64,0.984,0.484
