Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.738,0.0,0.025,1.0,0.821,0.995,0.678,0.982,0.471
RR,0.0,0.739,0.0,0.024,1.0,0.822,0.995,0.68,0.982,0.474
BRR,0.0,0.739,0.0,0.024,1.0,0.822,0.995,0.68,0.982,0.474
lSVR,0.0,0.853,0.0,0.036,1.0,0.808,0.995,0.664,0.982,0.46
SVR,0.064,0.744,0.079,0.038,0.999,0.824,0.995,0.672,0.982,0.47
RFR,0.3,0.743,0.052,0.034,0.986,0.806,0.951,0.655,0.883,0.449
KRR,0.007,0.745,0.002,0.023,1.0,0.822,0.995,0.68,0.982,0.473
GPR,0.0,0.807,0.0,0.064,1.0,0.823,0.995,0.687,0.982,0.481
XGB,0.147,0.792,0.169,0.115,0.997,0.718,0.993,0.622,0.981,0.47
