Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.478,0.0,0.058,1.0,0.661,0.941,0.653,0.89,0.504
RR,0.0,0.453,0.0,0.024,1.0,0.684,0.94,0.67,0.886,0.518
BRR,0.0,0.453,0.0,0.024,1.0,0.684,0.94,0.67,0.886,0.518
lSVR,0.202,0.569,0.404,0.067,0.945,0.626,0.873,0.594,0.771,0.458
SVR,0.25,0.493,0.391,0.106,0.955,0.648,0.869,0.643,0.786,0.495
RFR,0.216,0.454,0.089,0.007,0.992,0.656,0.937,0.644,0.876,0.496
KRR,0.004,0.497,0.003,0.095,1.0,0.631,0.94,0.624,0.886,0.481
GPR,0.0,0.611,0.0,0.097,1.0,0.449,0.949,0.653,0.908,0.504
XGB,0.159,0.61,0.291,0.049,0.996,0.498,0.999,0.57,0.997,0.484
