Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.464,0.0,0.011,1.0,0.669,0.858,0.687,0.792,0.534
RR,0.089,0.469,0.178,0.033,0.991,0.686,0.847,0.704,0.775,0.548
BRR,0.0,0.455,0.0,0.012,1.0,0.675,0.855,0.692,0.785,0.537
lSVR,0.157,0.524,0.165,0.092,0.937,0.654,0.803,0.67,0.694,0.521
SVR,0.193,0.507,0.127,0.046,0.917,0.676,0.842,0.694,0.743,0.54
RFR,0.186,0.473,0.064,0.036,0.98,0.666,0.851,0.65,0.767,0.504
KRR,0.063,0.509,0.123,0.094,0.996,0.6,0.855,0.68,0.785,0.527
GPR,0.0,0.65,0.0,0.073,1.0,0.279,0.872,0.619,0.821,0.473
XGB,0.214,0.627,0.271,0.043,0.982,0.291,0.981,0.294,0.969,0.257
