Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.601,0.0,0.045,1.0,0.586,0.91,0.55,0.858,0.422
RR,0.022,0.603,0.045,0.062,1.0,0.588,0.91,0.554,0.858,0.427
BRR,0.0,0.6,0.0,0.063,1.0,0.587,0.91,0.554,0.858,0.426
lSVR,0.134,0.616,0.167,0.028,0.989,0.519,0.908,0.47,0.848,0.362
SVR,0.283,0.579,0.347,0.058,0.923,0.584,0.888,0.546,0.812,0.42
RFR,0.346,0.569,0.073,0.061,0.984,0.437,0.878,0.419,0.774,0.323
KRR,0.072,0.615,0.138,0.054,0.998,0.557,0.91,0.582,0.858,0.448
GPR,0.0,0.696,0.0,0.003,1.0,0.077,0.963,0.563,0.947,0.431
XGB,0.608,0.693,0.333,0.1,0.982,0.217,0.976,0.219,0.941,0.19
