Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.435,0.0,0.018,1.0,0.714,0.94,0.705,0.886,0.55
RR,0.018,0.435,0.036,0.02,1.0,0.716,0.94,0.706,0.886,0.551
BRR,0.0,0.436,0.0,0.019,1.0,0.715,0.94,0.705,0.886,0.551
lSVR,0.202,0.482,0.404,0.107,0.945,0.694,0.909,0.698,0.828,0.544
SVR,0.067,0.462,0.133,0.024,0.988,0.706,0.927,0.706,0.855,0.552
RFR,0.217,0.414,0.094,0.026,0.988,0.719,0.932,0.692,0.867,0.537
KRR,0.035,0.453,0.067,0.064,0.999,0.702,0.94,0.71,0.886,0.554
GPR,0.0,0.444,0.0,0.036,1.0,0.72,0.94,0.712,0.886,0.555
XGB,0.158,0.618,0.291,0.07,0.996,0.506,0.999,0.569,0.997,0.492
