Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.464,0.0,0.011,1.0,0.667,0.855,0.685,0.785,0.532
RR,0.089,0.468,0.178,0.033,0.991,0.687,0.847,0.706,0.775,0.55
BRR,0.0,0.455,0.0,0.011,1.0,0.676,0.855,0.693,0.785,0.538
lSVR,0.157,0.523,0.165,0.092,0.937,0.655,0.803,0.673,0.694,0.523
SVR,0.194,0.507,0.127,0.046,0.92,0.664,0.842,0.686,0.743,0.533
RFR,0.189,0.488,0.058,0.036,0.981,0.659,0.848,0.648,0.768,0.502
KRR,0.063,0.508,0.123,0.094,0.996,0.601,0.855,0.683,0.785,0.529
GPR,0.0,0.651,0.0,0.073,1.0,0.324,0.87,0.623,0.816,0.476
XGB,0.214,0.627,0.271,0.043,0.982,0.291,0.981,0.294,0.969,0.257
