Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.535,0.0,0.064,1.0,0.625,0.911,0.644,0.86,0.497
RR,0.093,0.59,0.151,0.108,0.994,0.593,0.898,0.62,0.821,0.478
BRR,0.0,0.585,0.0,0.11,1.0,0.59,0.91,0.616,0.858,0.475
lSVR,0.188,0.581,0.242,0.058,0.948,0.444,0.904,0.451,0.834,0.348
SVR,0.199,0.532,0.25,0.069,0.967,0.597,0.9,0.635,0.83,0.492
RFR,0.334,0.585,0.095,0.089,0.982,0.488,0.893,0.488,0.802,0.375
KRR,0.051,0.578,0.098,0.073,0.999,0.605,0.905,0.642,0.848,0.498
GPR,0.0,0.662,0.0,0.069,1.0,0.205,0.985,0.436,0.965,0.332
XGB,0.613,0.709,0.385,0.161,0.982,0.172,0.989,0.166,0.966,0.142
