Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.551,0.0,0.072,1.0,0.645,0.91,0.62,0.858,0.478
RR,0.024,0.561,0.041,0.097,1.0,0.633,0.91,0.608,0.858,0.469
BRR,0.0,0.558,0.0,0.098,1.0,0.633,0.91,0.608,0.858,0.469
lSVR,0.128,0.594,0.161,0.049,0.99,0.54,0.908,0.5,0.848,0.387
SVR,0.136,0.511,0.271,0.053,0.934,0.647,0.91,0.62,0.858,0.479
RFR,0.35,0.559,0.064,0.07,0.982,0.497,0.896,0.459,0.811,0.353
KRR,0.069,0.582,0.132,0.089,0.999,0.58,0.91,0.656,0.858,0.508
GPR,0.0,0.696,0.0,0.003,1.0,0.075,0.989,0.544,0.974,0.415
XGB,0.641,0.665,0.345,0.062,0.981,0.16,0.974,0.189,0.936,0.165
