Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.603,0.0,0.045,1.0,0.584,0.911,0.548,0.859,0.421
RR,0.022,0.605,0.045,0.057,1.0,0.589,0.91,0.554,0.858,0.426
BRR,0.0,0.602,0.0,0.059,1.0,0.587,0.91,0.553,0.858,0.425
lSVR,0.134,0.615,0.167,0.025,0.989,0.536,0.908,0.492,0.848,0.379
SVR,0.283,0.585,0.346,0.057,0.923,0.584,0.888,0.543,0.812,0.417
RFR,0.326,0.56,0.066,0.052,0.981,0.457,0.885,0.446,0.79,0.342
KRR,0.072,0.616,0.138,0.052,0.998,0.567,0.91,0.575,0.858,0.442
GPR,0.0,0.696,0.0,0.003,1.0,0.078,0.964,0.573,0.949,0.44
XGB,0.608,0.693,0.333,0.1,0.982,0.217,0.976,0.219,0.941,0.19
