Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.565,0.0,0.045,1.0,0.531,0.856,0.542,0.789,0.413
RR,0.0,0.531,0.0,0.039,1.0,0.574,0.855,0.59,0.785,0.451
BRR,0.0,0.531,0.0,0.039,1.0,0.574,0.855,0.59,0.785,0.451
lSVR,0.22,0.614,0.15,0.048,0.932,0.337,0.797,0.325,0.674,0.247
SVR,0.182,0.571,0.133,0.048,0.944,0.526,0.852,0.643,0.773,0.493
RFR,0.174,0.484,0.05,0.022,0.99,0.528,0.853,0.564,0.776,0.432
KRR,0.0,0.611,0.0,0.049,1.0,0.426,0.855,0.464,0.785,0.353
GPR,0.0,0.677,0.0,0.036,1.0,0.197,0.917,0.58,0.884,0.446
XGB,0.241,0.613,0.254,0.049,0.974,0.319,0.975,0.349,0.949,0.311
