Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.458,0.0,0.012,1.0,0.687,0.856,0.7,0.786,0.546
RR,0.094,0.463,0.17,0.031,0.991,0.699,0.847,0.715,0.775,0.558
BRR,0.0,0.451,0.0,0.015,1.0,0.691,0.855,0.703,0.785,0.548
lSVR,0.154,0.515,0.164,0.096,0.939,0.668,0.803,0.682,0.694,0.532
SVR,0.195,0.505,0.127,0.047,0.897,0.668,0.842,0.688,0.743,0.535
RFR,0.184,0.482,0.047,0.039,0.986,0.677,0.853,0.666,0.776,0.516
KRR,0.06,0.503,0.118,0.096,0.996,0.606,0.855,0.693,0.785,0.539
GPR,0.0,0.648,0.0,0.076,1.0,0.339,0.874,0.632,0.825,0.482
XGB,0.214,0.627,0.271,0.043,0.982,0.291,0.981,0.294,0.969,0.257
