Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.463,0.0,0.015,1.0,0.689,0.94,0.693,0.888,0.54
RR,0.0,0.457,0.0,0.011,1.0,0.692,0.94,0.694,0.886,0.541
BRR,0.0,0.457,0.0,0.011,1.0,0.692,0.94,0.694,0.886,0.541
lSVR,0.202,0.517,0.404,0.091,0.941,0.683,0.883,0.685,0.79,0.533
SVR,0.063,0.484,0.126,0.016,0.988,0.668,0.927,0.687,0.855,0.535
RFR,0.208,0.438,0.079,0.019,0.99,0.703,0.935,0.669,0.868,0.519
KRR,0.003,0.497,0.002,0.085,1.0,0.656,0.94,0.69,0.886,0.537
GPR,0.0,0.551,0.0,0.113,1.0,0.551,0.946,0.671,0.9,0.52
XGB,0.011,0.643,0.015,0.061,1.0,0.474,1.0,0.567,1.0,0.475
