Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.458,0.0,0.048,1.0,0.692,0.94,0.691,0.886,0.534
RR,0.0,0.441,0.0,0.021,1.0,0.701,0.94,0.697,0.886,0.539
BRR,0.0,0.441,0.0,0.021,1.0,0.701,0.94,0.697,0.886,0.539
lSVR,0.202,0.55,0.404,0.075,0.947,0.67,0.873,0.657,0.771,0.507
SVR,0.271,0.486,0.393,0.108,0.942,0.666,0.843,0.679,0.759,0.523
RFR,0.205,0.456,0.068,0.019,0.995,0.654,0.937,0.644,0.876,0.496
KRR,0.004,0.484,0.003,0.092,1.0,0.678,0.94,0.689,0.886,0.533
GPR,0.0,0.605,0.0,0.103,1.0,0.467,0.947,0.662,0.904,0.511
XGB,0.059,0.621,0.093,0.044,0.999,0.473,0.999,0.55,0.997,0.468
