Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.54,0.0,0.059,1.0,0.62,0.911,0.641,0.859,0.495
RR,0.093,0.588,0.151,0.111,0.994,0.594,0.898,0.621,0.821,0.479
BRR,0.0,0.584,0.0,0.112,1.0,0.591,0.91,0.617,0.858,0.475
lSVR,0.187,0.581,0.241,0.059,0.949,0.439,0.904,0.445,0.834,0.344
SVR,0.199,0.529,0.25,0.067,0.965,0.6,0.9,0.636,0.83,0.493
RFR,0.316,0.594,0.079,0.08,0.985,0.526,0.891,0.525,0.802,0.403
KRR,0.051,0.576,0.098,0.072,0.999,0.61,0.91,0.645,0.858,0.501
GPR,0.0,0.663,0.0,0.068,1.0,0.205,0.983,0.451,0.96,0.344
XGB,0.613,0.709,0.385,0.161,0.982,0.172,0.989,0.166,0.966,0.142
