Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.44,0.0,0.018,1.0,0.711,0.94,0.704,0.888,0.55
RR,0.018,0.437,0.036,0.019,1.0,0.716,0.94,0.708,0.886,0.553
BRR,0.0,0.438,0.0,0.018,1.0,0.715,0.94,0.707,0.886,0.552
lSVR,0.202,0.482,0.404,0.107,0.946,0.696,0.909,0.701,0.828,0.546
SVR,0.088,0.465,0.127,0.021,0.978,0.707,0.924,0.709,0.845,0.553
RFR,0.218,0.407,0.092,0.024,0.989,0.733,0.935,0.699,0.867,0.544
KRR,0.005,0.453,0.008,0.063,1.0,0.703,0.94,0.711,0.886,0.555
GPR,0.0,0.442,0.0,0.033,1.0,0.722,0.94,0.714,0.886,0.557
XGB,0.158,0.618,0.291,0.07,0.996,0.506,0.999,0.569,0.997,0.492
