Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.513,0.0,0.071,1.0,0.653,0.91,0.666,0.858,0.516
RR,0.079,0.565,0.154,0.117,0.994,0.621,0.898,0.645,0.821,0.498
BRR,0.0,0.561,0.0,0.117,1.0,0.618,0.91,0.64,0.858,0.495
lSVR,0.154,0.566,0.254,0.072,0.948,0.454,0.904,0.451,0.834,0.349
SVR,0.224,0.512,0.234,0.07,0.962,0.629,0.9,0.666,0.83,0.518
RFR,0.34,0.582,0.094,0.085,0.979,0.514,0.893,0.504,0.801,0.388
KRR,0.002,0.559,0.002,0.094,1.0,0.604,0.91,0.658,0.858,0.512
GPR,0.0,0.661,0.0,0.072,1.0,0.212,0.984,0.503,0.962,0.383
XGB,0.613,0.705,0.385,0.161,0.982,0.186,0.989,0.185,0.966,0.158
