targets,mean_queries,std_queries,max_queries,min_queries,rand_queries
5.0,1.0,0.0,1.0,1.0,1.0
5.1,1.0,0.0,1.0,1.0,1.0
5.2,1.0,0.0,1.0,1.0,1.0
5.3,1.0,0.0,1.0,1.0,1.0
5.4,1.0,0.0,1.0,1.0,1.0
5.5,1.0,0.0,1.0,1.0,1.0
5.6,1.0,0.0,1.0,1.0,1.0
5.7,1.0,0.0,1.0,1.0,1.0
5.8,1.0,0.0,1.0,1.0,1.0
5.9,1.0,0.0,1.0,1.0,1.0
6.0,1.0,0.0,1.0,1.0,1.0
6.1,1.0,0.0,1.0,1.0,1.0
6.2,1.0,0.0,1.0,1.0,1.0
6.3,1.0,0.0,1.0,1.0,1.0
6.4,1.0,0.0,1.0,1.0,1.0002214839424142
6.5,1.0,0.0,1.0,1.0,1.0002214839424142
6.6,1.0,0.0,1.0,1.0,1.001330376940133
6.7,1.0,0.0,1.0,1.0,1.007361142092349
6.8,1.0,0.0,1.0,1.0,1.0082607724938601
6.9,1.0,0.0,1.0,1.0,1.0116487455197132
7.0,1.0,0.0,1.0,1.0,1.0127831352321148
7.1,1.04,0.19595917942265428,2.0,1.0,1.1036168132942326
7.2,1.04,0.19595917942265428,2.0,1.0,1.108492881688758
7.300000000000001,1.04,0.19595917942265428,2.0,1.0,1.111220472440945
7.4,1.04,0.19595917942265428,2.0,1.0,1.1214303451701018
7.5,1.04,0.19595917942265428,2.0,1.0,1.1275905118601748
7.6,1.04,0.19595917942265428,2.0,1.0,1.1355292934372643
7.7,1.04,0.19595917942265428,2.0,1.0,1.1745123537061117
7.800000000000001,1.04,0.19595917942265428,2.0,1.0,1.1831281110820016
7.9,1.04,0.19595917942265428,2.0,1.0,1.1903004744333157
8.0,1.04,0.19595917942265428,2.0,1.0,1.2094268880557044
8.1,1.04,0.19595917942265428,2.0,1.0,1.2202107538503106
8.2,1.04,0.19595917942265428,2.0,1.0,1.232532751091703
8.3,1.2,0.48989794855663565,3.0,1.0,1.51645399597045
8.4,1.2,0.48989794855663565,3.0,1.0,1.5561681598897312
8.5,1.2,0.48989794855663565,3.0,1.0,1.5680555555555555
8.6,1.2,0.48989794855663565,3.0,1.0,1.5773663988822912
8.7,1.2,0.48989794855663565,3.0,1.0,1.5845614035087718
8.8,1.2,0.48989794855663565,3.0,1.0,1.5907009510390984
8.9,1.24,0.5851495535331118,3.0,1.0,1.6002834868887315
9.0,1.24,0.5851495535331118,3.0,1.0,1.6042628774422736
9.100000000000001,1.24,0.5851495535331118,3.0,1.0,1.6203803372802297
9.2,1.24,0.5851495535331118,3.0,1.0,1.6309136872517154
9.3,1.32,0.6144916598294886,3.0,1.0,1.8268608414239482
9.4,1.44,0.8039900496896712,4.0,1.0,2.3533090151120377
9.5,1.44,0.8039900496896712,4.0,1.0,2.393216746157923
9.600000000000001,1.48,0.8059776671843955,4.0,1.0,2.4266523374529823
9.7,1.48,0.8059776671843955,4.0,1.0,2.497787610619469
9.8,1.48,0.8059776671843955,4.0,1.0,2.5413618458075407
9.9,1.48,0.8059776671843955,4.0,1.0,2.613425925925926
10.0,1.56,0.8522910301065006,4.0,1.0,2.82426516572858
10.100000000000001,1.56,0.8522910301065006,4.0,1.0,3.2349570200573066
10.2,2.0,1.6492422502470643,8.0,1.0,3.452599388379205
10.3,2.6,2.3832750575625976,10.0,1.0,3.893103448275862
10.4,3.0,2.8,12.0,1.0,4.276515151515151
10.5,3.32,2.8385911998736275,12.0,1.0,4.804255319148936
10.600000000000001,4.36,3.6756496024512453,12.0,1.0,5.547911547911548
10.7,4.48,3.6782604584232477,12.0,1.0,6.641176470588236
10.8,5.72,3.8420827684993974,13.0,1.0,7.799654576856649
10.9,6.16,4.144200767337412,15.0,1.0,9.068273092369479
11.0,7.16,4.360550423971725,16.0,1.0,10.502325581395349
11.100000000000001,8.2,5.027922035990614,18.0,1.0,13.014409221902017
11.2,10.24,5.770823164852653,22.0,1.0,15.205387205387206
11.3,11.52,5.607994293863003,22.0,1.0,17.106060606060606
11.4,12.4,5.4332310828824495,22.0,3.0,67.40298507462687
11.5,16.08,5.627930347827699,29.0,4.0,90.32
11.600000000000001,17.88,5.784945980733096,29.0,4.0,112.9
11.7,18.24,6.395498416855406,34.0,4.0,129.02857142857144
11.8,24.52,13.407818614524885,81.0,13.0,150.53333333333333
11.9,25.6,14.074089668607344,81.0,13.0,196.34782608695653
12.0,31.44,19.988156493283718,82.0,13.0,250.88888888888889
12.100000000000001,31.44,19.988156493283718,82.0,13.0,322.57142857142856
12.2,31.44,19.988156493283718,82.0,13.0,347.38461538461536
12.3,31.52,19.91807219587277,82.0,13.0,376.3333333333333
12.4,31.52,19.91807219587277,82.0,13.0,410.54545454545456
12.5,31.52,19.91807219587277,82.0,13.0,564.5
12.600000000000001,31.52,19.91807219587277,82.0,13.0,752.6666666666666
12.7,32.24,19.67593453943167,83.0,13.0,903.2
12.8,32.24,19.67593453943167,83.0,13.0,2258.0
12.9,32.24,19.67593453943167,83.0,13.0,2258.0
13.0,32.24,19.67593453943167,83.0,13.0,2258.0
13.1,32.24,19.67593453943167,83.0,13.0,2258.0
13.19382003,32.24,19.67593453943167,83.0,13.0,2258.0
