Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.133,0.0,0.115,1.0,0.662,0.988,0.679,0.97,0.505
RR,0.0,1.053,0.0,0.065,1.0,0.708,0.987,0.739,0.966,0.553
BRR,0.0,1.053,0.0,0.065,1.0,0.708,0.987,0.739,0.966,0.553
lSVR,0.404,1.262,0.608,0.179,0.975,0.666,0.965,0.682,0.911,0.507
SVR,0.27,1.118,0.539,0.167,0.95,0.664,0.947,0.68,0.899,0.507
RFR,0.498,1.092,0.12,0.125,0.985,0.647,0.952,0.658,0.865,0.49
KRR,0.004,1.259,0.005,0.154,1.0,0.6,0.987,0.662,0.966,0.495
GPR,0.0,1.487,0.0,0.071,1.0,0.243,0.995,0.731,0.986,0.546
XGB,0.936,1.305,0.537,0.225,0.986,0.515,0.953,0.51,0.905,0.413
