Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.342,0.0,0.085,1.0,0.395,0.996,0.389,0.987,0.283
RR,0.144,1.379,0.21,0.125,0.994,0.373,0.991,0.363,0.969,0.266
BRR,0.0,1.338,0.0,0.148,1.0,0.388,0.996,0.38,0.987,0.279
lSVR,0.582,1.471,0.499,0.067,0.923,0.423,0.862,0.42,0.762,0.311
SVR,0.343,1.537,0.419,0.123,0.94,0.305,0.95,0.247,0.897,0.182
RFR,0.343,1.373,0.105,0.108,0.984,0.475,0.976,0.469,0.924,0.348
KRR,0.001,1.496,0.001,0.043,1.0,0.278,0.996,0.236,0.987,0.167
GPR,0.0,1.529,0.0,0.001,1.0,0.049,0.997,0.372,0.991,0.275
XGB,0.895,1.505,0.23,0.035,0.964,0.172,0.938,0.185,0.878,0.152
