Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.021,0.0,0.067,1.0,0.702,0.987,0.718,0.968,0.545
RR,0.0,1.007,0.0,0.068,1.0,0.709,0.987,0.725,0.966,0.551
BRR,0.0,1.007,0.0,0.068,1.0,0.709,0.987,0.725,0.966,0.551
lSVR,0.0,1.025,0.0,0.05,1.0,0.691,0.987,0.705,0.966,0.535
SVR,0.026,0.995,0.051,0.055,1.0,0.697,0.984,0.711,0.957,0.539
RFR,0.369,1.024,0.087,0.086,0.986,0.649,0.955,0.67,0.874,0.504
KRR,0.008,1.009,0.002,0.064,1.0,0.71,0.987,0.726,0.966,0.551
GPR,0.0,1.247,0.0,0.231,1.0,0.449,0.993,0.715,0.98,0.537
XGB,0.635,1.352,0.537,0.173,0.991,0.461,0.977,0.458,0.943,0.377
