Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.099,0.0,0.053,1.0,0.65,0.91,0.679,0.852,0.502
RR,0.13,1.118,0.214,0.082,0.995,0.653,0.909,0.681,0.848,0.503
BRR,0.0,1.101,0.0,0.067,1.0,0.655,0.909,0.683,0.848,0.504
lSVR,0.189,1.156,0.379,0.14,0.97,0.64,0.906,0.673,0.836,0.5
SVR,0.216,1.19,0.354,0.174,0.973,0.665,0.909,0.698,0.848,0.518
RFR,0.416,1.116,0.111,0.053,0.983,0.676,0.896,0.689,0.817,0.506
KRR,0.002,1.142,0.003,0.086,1.0,0.641,0.909,0.695,0.848,0.514
GPR,0.0,1.306,0.0,0.183,1.0,0.409,0.918,0.621,0.869,0.453
XGB,0.852,1.481,0.704,0.035,0.993,0.397,0.974,0.411,0.95,0.342
